update,timestep,episode,mean_reward,mean_length,success_rate,mean_coverage,invalid_rate,policy_loss,value_loss,entropy,approx_kl,unique_tilings,wall_time
840,1720320,198481,1.7787,9.71,0.8600,0.9710,0.0000,-0.025114,0.026342,0.5080,0.026246,106,5285.8
850,1740800,200564,1.8223,9.75,0.9000,0.9750,0.0000,-0.021526,0.021826,0.4941,0.016378,106,5347.7
860,1761280,202659,1.8841,9.88,0.9500,0.9880,0.0000,-0.016572,0.012463,0.4817,0.012693,106,5408.1
870,1781760,204757,1.8459,9.79,0.9200,0.9790,0.0000,-0.015860,0.016850,0.4591,0.015250,106,5468.1
880,1802240,206844,1.8841,9.88,0.9500,0.9880,0.0000,-0.018444,0.009952,0.4705,0.013972,106,5530.4
890,1822720,208931,1.7877,9.70,0.8700,0.9700,0.0000,-0.021369,0.017490,0.4822,0.014575,106,5594.0
900,1843200,211027,1.8713,9.85,0.9400,0.9850,0.0000,-0.021563,0.015163,0.4963,0.019424,106,5654.7
910,1863680,213116,1.8378,9.81,0.9100,0.9810,0.0000,-0.020821,0.016904,0.4707,0.018709,106,5716.3
920,1884160,215214,1.8723,9.86,0.9400,0.9860,0.0000,-0.022342,0.011768,0.5001,0.016416,106,5779.3
930,1904640,217302,1.8595,9.83,0.9300,0.9830,0.0000,-0.016588,0.012553,0.4367,0.014647,106,5841.1
940,1925120,219384,1.8559,9.79,0.9300,0.9790,0.0000,-0.016371,0.012417,0.4665,0.012504,106,5904.5
950,1945600,221465,1.9450,10.00,1.0000,1.0000,0.0000,-0.013132,0.008230,0.4692,0.010408,106,5966.4
960,1966080,223541,1.8959,9.90,0.9600,0.9900,0.0000,-0.018789,0.006584,0.4654,0.011878,106,6026.1
970,1986560,225643,1.8614,9.85,0.9300,0.9850,0.0000,-0.021434,0.014670,0.4892,0.016834,106,6087.3
