update,timestep,episode,mean_reward,mean_length,success_rate,mean_coverage,invalid_rate,loss,epsilon,unique_tilings,wall_time
152501,620000,88903,0.0000,7.00,0.0000,0.7000,0.0000,0.000000,0.0500,7,864.4
155001,630000,90332,0.0000,6.78,0.0000,0.6780,0.0000,0.000001,0.0500,7,880.0
157501,640000,91736,0.0000,7.10,0.0000,0.7100,0.0000,0.000000,0.0500,7,895.2
160001,650000,93166,0.0000,6.79,0.0000,0.6790,0.0000,0.000002,0.0500,7,910.3
162501,660000,94582,0.0000,7.07,0.0000,0.7070,0.0000,0.000000,0.0500,7,925.6
165001,670000,96021,0.0000,6.79,0.0000,0.6790,0.0000,0.000001,0.0500,7,940.8
167501,680000,97482,0.0000,7.09,0.0000,0.7090,0.0000,0.000000,0.0500,7,956.2
170001,690000,98931,0.0000,6.79,0.0000,0.6790,0.0000,0.000000,0.0500,7,971.6
172501,700000,100385,0.0000,6.89,0.0000,0.6890,0.0000,0.000000,0.0500,7,987.0
175001,710000,101836,0.0000,6.84,0.0000,0.6840,0.0000,0.000032,0.0500,8,1002.6
177501,720000,103275,0.0000,6.95,0.0000,0.6950,0.0000,0.000009,0.0500,8,1017.9
180001,730000,104730,0.0000,6.89,0.0000,0.6890,0.0000,0.000003,0.0500,8,1033.2
182501,740000,106176,0.0000,6.85,0.0000,0.6850,0.0000,0.000000,0.0500,8,1048.6
185001,750000,107635,0.0000,6.87,0.0000,0.6870,0.0000,0.000000,0.0500,8,1064.1
187501,760000,109091,0.0000,6.84,0.0000,0.6840,0.0000,0.000000,0.0500,8,1079.5
190001,770000,110547,0.0000,6.89,0.0000,0.6890,0.0000,0.000000,0.0500,8,1094.9
192501,780000,111998,0.0000,6.87,0.0000,0.6870,0.0000,0.000000,0.0500,8,1110.3
195001,790000,113446,0.0000,6.88,0.0000,0.6880,0.0000,0.000000,0.0500,8,1125.8
197501,800000,114893,0.0000,6.86,0.0000,0.6860,0.0000,0.000003,0.0500,8,1141.1
200001,810000,116345,0.0000,6.74,0.0000,0.6740,0.0000,0.000000,0.0500,8,1156.7
202501,820000,117792,0.0000,6.91,0.0000,0.6910,0.0000,0.000000,0.0500,8,1172.2
205001,830000,119244,0.0000,6.94,0.0000,0.6940,0.0000,0.000000,0.0500,8,1187.9
207501,840000,120705,0.0000,6.74,0.0000,0.6740,0.0000,0.000000,0.0500,8,1203.6
210001,850000,122162,0.0000,7.01,0.0000,0.7010,0.0000,0.000000,0.0500,8,1219.3
212501,860000,123609,0.0000,6.97,0.0000,0.6970,0.0000,0.000000,0.0500,8,1235.0
215001,870000,125062,0.0000,6.77,0.0000,0.6770,0.0000,0.000000,0.0500,8,1250.5
217501,880000,126499,0.0000,6.96,0.0000,0.6960,0.0000,0.000000,0.0500,8,1266.1
220001,890000,127946,0.0000,6.89,0.0000,0.6890,0.0000,0.000000,0.0500,8,1281.8
222501,900000,129393,0.0000,6.84,0.0000,0.6840,0.0000,0.000000,0.0500,8,1297.3
225001,910000,130847,0.0000,6.92,0.0000,0.6920,0.0000,0.000000,0.0500,8,1312.9
227501,920000,132286,0.0000,7.00,0.0000,0.7000,0.0000,0.000000,0.0500,8,1328.5
230001,930000,133713,0.0000,7.00,0.0000,0.7000,0.0000,0.000000,0.0500,8,1343.9
232501,940000,135153,0.0000,7.03,0.0000,0.7030,0.0000,0.000000,0.0500,8,1359.5
235001,950000,136602,0.0000,6.79,0.0000,0.6790,0.0000,0.000000,0.0500,8,1374.9
237501,960000,138053,0.0000,6.95,0.0000,0.6950,0.0000,0.000037,0.0500,8,1390.2
240001,970000,139504,0.0000,6.85,0.0000,0.6850,0.0000,0.000000,0.0500,8,1405.7
242501,980000,140959,0.0000,6.84,0.0000,0.6840,0.0000,0.000000,0.0500,8,1421.2
245001,990000,142417,0.0000,6.99,0.0000,0.6990,0.0000,0.000000,0.0500,8,1436.6
247501,1000000,143868,0.0000,6.91,0.0000,0.6910,0.0000,0.000000,0.0500,8,1452.1
250001,1010000,145326,0.0000,6.78,0.0000,0.6780,0.0000,0.000000,0.0500,8,1467.9
252501,1020000,146771,0.0000,6.91,0.0000,0.6910,0.0000,0.000000,0.0500,8,1483.7
255001,1030000,148222,0.0000,6.85,0.0000,0.6850,0.0000,0.000000,0.0500,8,1499.2
257501,1040000,149663,0.0000,7.03,0.0000,0.7030,0.0000,0.000000,0.0500,9,1514.7
260001,1050000,151114,0.0000,6.83,0.0000,0.6830,0.0000,0.000000,0.0500,9,1530.2
262501,1060000,152566,0.0000,6.96,0.0000,0.6960,0.0000,0.000000,0.0500,9,1545.7
265001,1070000,154008,0.0000,6.81,0.0000,0.6810,0.0000,0.000000,0.0500,9,1561.3
267501,1080000,155460,0.0000,6.80,0.0000,0.6800,0.0000,0.000000,0.0500,9,1576.8
270001,1090000,156900,0.0000,6.98,0.0000,0.6980,0.0000,0.000000,0.0500,9,1592.3
272501,1100000,158350,0.0000,6.94,0.0000,0.6940,0.0000,0.000000,0.0500,9,1607.9
275001,1110000,159797,0.0000,6.82,0.0000,0.6820,0.0000,0.000000,0.0500,9,1623.4
277501,1120000,161245,0.0000,6.82,0.0000,0.6820,0.0000,0.000000,0.0500,9,1638.8
280001,1130000,162683,0.0000,6.87,0.0000,0.6870,0.0000,0.000000,0.0500,9,1654.2
282501,1140000,164136,0.0000,6.72,0.0000,0.6720,0.0000,0.000000,0.0500,9,1669.8
285001,1150000,165575,0.0000,7.02,0.0000,0.7020,0.0000,0.000000,0.0500,9,1685.2
287501,1160000,167006,0.0000,6.93,0.0000,0.6930,0.0000,0.000000,0.0500,9,1700.7
290001,1170000,168446,0.0000,7.01,0.0000,0.7010,0.0000,0.000000,0.0500,9,1716.4
292501,1180000,169889,0.0000,6.94,0.0000,0.6940,0.0000,0.000000,0.0500,9,1731.9
295001,1190000,171326,0.0000,7.12,0.0000,0.7120,0.0000,0.000000,0.0500,9,1747.3
297501,1200000,172776,0.0000,6.92,0.0000,0.6920,0.0000,0.000000,0.0500,9,1762.6
300001,1210000,174217,0.0000,6.79,0.0000,0.6790,0.0000,0.000000,0.0500,9,1778.3
302501,1220000,175672,0.0000,7.07,0.0000,0.7070,0.0000,0.000000,0.0500,9,1793.8
305001,1230000,177116,0.0000,6.98,0.0000,0.6980,0.0000,0.000000,0.0500,9,1809.1
307501,1240000,178556,0.0000,6.93,0.0000,0.6930,0.0000,0.000000,0.0500,9,1824.6
310001,1250000,179998,0.0000,7.05,0.0000,0.7050,0.0000,0.000000,0.0500,9,1840.1
312501,1260000,181447,0.0000,6.94,0.0000,0.6940,0.0000,0.000040,0.0500,9,1855.5
315001,1270000,182892,0.0000,6.90,0.0000,0.6900,0.0000,0.000000,0.0500,9,1871.7
317501,1280000,184342,0.0000,6.77,0.0000,0.6770,0.0000,0.000000,0.0500,9,1888.7
320001,1290000,185777,0.0000,6.89,0.0000,0.6890,0.0000,0.000000,0.0500,9,1905.6
322501,1300000,187227,0.0000,6.90,0.0000,0.6900,0.0000,0.000000,0.0500,9,1923.9
325001,1310000,188668,0.0000,6.86,0.0000,0.6860,0.0000,0.000000,0.0500,9,1940.0
327501,1320000,190109,0.0000,7.01,0.0000,0.7010,0.0000,0.000000,0.0500,9,1955.9
330001,1330000,191556,0.0000,6.97,0.0000,0.6970,0.0000,0.000000,0.0500,9,1971.7
332501,1340000,193006,0.0000,6.97,0.0000,0.6970,0.0000,0.000000,0.0500,9,1987.4
335001,1350000,194441,0.0000,7.07,0.0000,0.7070,0.0000,0.000000,0.0500,9,2003.4
337501,1360000,195892,0.0000,6.93,0.0000,0.6930,0.0000,0.000000,0.0500,9,2019.4
340001,1370000,197336,0.0000,6.85,0.0000,0.6850,0.0000,0.000000,0.0500,9,2035.2
342501,1380000,198774,0.0000,6.97,0.0000,0.6970,0.0000,0.000000,0.0500,9,2051.2
345001,1390000,200213,0.0000,6.95,0.0000,0.6950,0.0000,0.000000,0.0500,9,2067.2
347501,1400000,201662,0.0000,7.11,0.0000,0.7110,0.0000,0.000000,0.0500,9,2084.1
350001,1410000,203096,0.0000,7.14,0.0000,0.7140,0.0000,0.000000,0.0500,9,2102.2
352501,1420000,204543,0.0000,6.87,0.0000,0.6870,0.0000,0.000000,0.0500,9,2123.7
355001,1430000,205987,0.0000,7.03,0.0000,0.7030,0.0000,0.000000,0.0500,9,2143.0
357501,1440000,207425,0.0000,6.79,0.0000,0.6790,0.0000,0.000000,0.0500,9,2162.4
360001,1450000,208865,0.0000,6.96,0.0000,0.6960,0.0000,0.000000,0.0500,9,2180.5
362501,1460000,210301,0.0000,7.06,0.0000,0.7060,0.0000,0.000000,0.0500,9,2199.4
365001,1470000,211750,0.0000,6.76,0.0000,0.6760,0.0000,0.000000,0.0500,9,2217.2
367501,1480000,213182,0.0000,6.95,0.0000,0.6950,0.0000,0.000000,0.0500,9,2234.6
370001,1490000,214624,0.0000,6.93,0.0000,0.6930,0.0000,0.000000,0.0500,9,2252.1
372501,1500000,216068,0.0000,6.97,0.0000,0.6970,0.0000,0.000000,0.0500,10,2269.6
375001,1510000,217516,0.0000,6.84,0.0000,0.6840,0.0000,0.000000,0.0500,10,2287.4
377501,1520000,218967,0.0000,7.11,0.0000,0.7110,0.0000,0.000000,0.0500,10,2305.4
380001,1530000,220401,0.0000,6.79,0.0000,0.6790,0.0000,0.000000,0.0500,10,2325.8
382501,1540000,221847,0.0000,6.95,0.0000,0.6950,0.0000,0.000000,0.0500,10,2345.1
385001,1550000,223303,0.0000,6.92,0.0000,0.6920,0.0000,0.000000,0.0500,10,2364.8
387501,1560000,224739,0.0000,6.94,0.0000,0.6940,0.0000,0.000000,0.0500,10,2384.9
390001,1570000,226190,0.0000,6.73,0.0000,0.6730,0.0000,0.000000,0.0500,10,2404.5
392501,1580000,227637,0.0000,6.88,0.0000,0.6880,0.0000,0.000000,0.0500,10,2422.2
395001,1590000,229076,0.0000,6.81,0.0000,0.6810,0.0000,0.000000,0.0500,10,2439.8
397501,1600000,230520,0.0000,6.91,0.0000,0.6910,0.0000,0.000000,0.0500,10,2457.7
400001,1610000,231965,0.0000,6.76,0.0000,0.6760,0.0000,0.000000,0.0500,10,2476.6
402501,1620000,233406,0.0000,7.05,0.0000,0.7050,0.0000,0.000000,0.0500,10,2495.0
405001,1630000,234849,0.0000,6.85,0.0000,0.6850,0.0000,0.000000,0.0500,10,2513.1
407501,1640000,236294,0.0000,6.99,0.0000,0.6990,0.0000,0.000000,0.0500,10,2532.0
410001,1650000,237738,0.0000,7.07,0.0000,0.7070,0.0000,0.000000,0.0500,10,2550.3
412501,1660000,239191,0.0000,6.87,0.0000,0.6870,0.0000,0.000000,0.0500,10,2568.4
415001,1670000,240644,0.0000,6.99,0.0000,0.6990,0.0000,0.000000,0.0500,10,2586.3
417501,1680000,242080,0.0000,7.08,0.0000,0.7080,0.0000,0.000000,0.0500,10,2604.9
420001,1690000,243518,0.0000,6.97,0.0000,0.6970,0.0000,0.000000,0.0500,10,2625.8
422501,1700000,244974,0.0000,6.94,0.0000,0.6940,0.0000,0.000000,0.0500,10,2644.6
425001,1710000,246424,0.0000,6.80,0.0000,0.6800,0.0000,0.000000,0.0500,10,2667.5
427501,1720000,247868,0.0000,7.03,0.0000,0.7030,0.0000,0.000000,0.0500,10,2697.2
430001,1730000,249315,0.0000,7.09,0.0000,0.7090,0.0000,0.000000,0.0500,10,2725.9
432501,1740000,250762,0.0000,7.20,0.0000,0.7200,0.0000,0.000000,0.0500,10,2755.7
435001,1750000,252208,0.0000,7.02,0.0000,0.7020,0.0000,0.000000,0.0500,10,2784.5
437501,1760000,253651,0.0000,6.86,0.0000,0.6860,0.0000,0.000000,0.0500,10,2814.3
440001,1770000,255100,0.0000,6.84,0.0000,0.6840,0.0000,0.000000,0.0500,10,2843.9
442501,1780000,256544,0.0000,6.69,0.0000,0.6690,0.0000,0.000000,0.0500,10,2874.0
445001,1790000,257989,0.0000,6.84,0.0000,0.6840,0.0000,0.000000,0.0500,10,2905.8
447501,1800000,259431,0.0000,6.88,0.0000,0.6880,0.0000,0.000000,0.0500,10,2936.6
450001,1810000,260873,0.0000,6.92,0.0000,0.6920,0.0000,0.000000,0.0500,11,2978.8
452501,1820000,262319,0.0000,6.91,0.0000,0.6910,0.0000,0.000001,0.0500,11,3007.7
455001,1830000,263772,0.0000,6.87,0.0000,0.6870,0.0000,0.000000,0.0500,11,3036.5
457501,1840000,265214,0.0000,6.92,0.0000,0.6920,0.0000,0.000000,0.0500,11,3065.9
460001,1850000,266656,0.0000,6.89,0.0000,0.6890,0.0000,0.000000,0.0500,11,3095.0
462501,1860000,268103,0.0000,6.89,0.0000,0.6890,0.0000,0.000039,0.0500,11,3123.3
465001,1870000,269555,0.0000,6.98,0.0000,0.6980,0.0000,0.000000,0.0500,11,3151.9
467501,1880000,271014,0.0000,6.83,0.0000,0.6830,0.0000,0.000000,0.0500,11,3181.0
470001,1890000,272464,0.0000,6.78,0.0000,0.6780,0.0000,0.000000,0.0500,11,3209.3
472501,1900000,273911,0.0000,6.90,0.0000,0.6900,0.0000,0.000002,0.0500,11,3237.7
475001,1910000,275371,0.0000,6.84,0.0000,0.6840,0.0000,0.000000,0.0500,11,3266.0
477501,1920000,276832,0.0000,6.87,0.0000,0.6870,0.0000,0.000000,0.0500,11,3294.7
480001,1930000,278269,0.0000,6.97,0.0000,0.6970,0.0000,0.000000,0.0500,11,3324.6
482501,1940000,279718,0.0000,6.85,0.0000,0.6850,0.0000,0.000000,0.0500,11,3349.7
485001,1950000,281169,0.0000,6.99,0.0000,0.6990,0.0000,0.000000,0.0500,11,3376.7
487501,1960000,282622,0.0000,6.96,0.0000,0.6960,0.0000,0.000000,0.0500,11,3405.9
490001,1970000,284081,0.0000,6.87,0.0000,0.6870,0.0000,0.000000,0.0500,11,3432.1
492501,1980000,285530,0.0000,6.98,0.0000,0.6980,0.0000,0.000000,0.0500,11,3459.3
495001,1990000,286988,0.0000,6.76,0.0000,0.6760,0.0000,0.000000,0.0500,11,3486.8
497501,2000000,288435,0.0000,6.75,0.0000,0.6750,0.0000,0.000000,0.0500,11,3515.5
