update,timestep,episode,mean_reward,mean_length,success_rate,mean_coverage,invalid_rate,loss,epsilon,unique_tilings,wall_time
70001,290000,41763,0.0000,6.86,0.0000,0.6860,0.0000,0.000000,0.4680,3,432.6
72501,300000,43196,0.0000,6.75,0.0000,0.6750,0.0000,0.000000,0.4490,3,451.6
75001,310000,44637,0.0000,6.85,0.0000,0.6850,0.0000,0.000000,0.4300,3,472.2
77501,320000,46055,0.0000,7.05,0.0000,0.7050,0.0000,0.000000,0.4110,3,490.9
80001,330000,47497,0.0000,6.79,0.0000,0.6790,0.0000,0.000000,0.3920,3,509.0
82501,340000,48942,0.0000,6.96,0.0000,0.6960,0.0000,0.000000,0.3730,3,529.1
85001,350000,50385,0.0000,7.03,0.0000,0.7030,0.0000,0.000039,0.3540,3,548.7
87501,360000,51815,0.0000,6.92,0.0000,0.6920,0.0000,0.000000,0.3350,3,567.1
90001,370000,53243,0.0000,7.05,0.0000,0.7050,0.0000,0.000039,0.3160,3,584.4
92501,380000,54665,0.0000,7.02,0.0000,0.7020,0.0000,0.000000,0.2970,3,603.5
95001,390000,56080,0.0000,6.98,0.0000,0.6980,0.0000,0.000000,0.2780,3,621.8
97501,400000,57500,0.0000,6.83,0.0000,0.6830,0.0000,0.000000,0.2590,3,642.7
100001,410000,58936,0.0000,6.92,0.0000,0.6920,0.0000,0.000000,0.2400,3,660.7
102501,420000,60364,0.0000,7.04,0.0000,0.7040,0.0000,0.000000,0.2210,3,678.6
105001,430000,61804,0.0000,7.11,0.0000,0.7110,0.0000,0.000000,0.2020,3,696.3
107501,440000,63240,0.0000,6.71,0.0000,0.6710,0.0000,0.000000,0.1830,3,712.6
110001,450000,64672,0.0000,6.90,0.0000,0.6900,0.0000,0.000000,0.1640,4,729.4
112501,460000,66104,0.0000,6.98,0.0000,0.6980,0.0000,0.000000,0.1450,4,745.8
115001,470000,67539,0.0000,6.88,0.0000,0.6880,0.0000,0.000000,0.1260,4,762.4
117501,480000,68989,0.0000,6.87,0.0000,0.6870,0.0000,0.000000,0.1070,4,779.2
120001,490000,70423,0.0000,7.05,0.0000,0.7050,0.0000,0.000000,0.0880,4,796.1
122501,500000,71864,0.0000,6.97,0.0000,0.6970,0.0000,0.000000,0.0690,4,813.0
125001,510000,73311,0.0000,6.98,0.0000,0.6980,0.0000,0.000000,0.0500,4,831.0
127501,520000,74757,0.0000,7.10,0.0000,0.7100,0.0000,0.000000,0.0500,4,849.9
130001,530000,76213,0.0000,6.96,0.0000,0.6960,0.0000,0.000000,0.0500,4,868.8
132501,540000,77667,0.0000,6.95,0.0000,0.6950,0.0000,0.000000,0.0500,4,887.7
135001,550000,79111,0.0000,6.89,0.0000,0.6890,0.0000,0.000000,0.0500,4,906.4
137501,560000,80559,0.0000,7.11,0.0000,0.7110,0.0000,0.000000,0.0500,4,924.3
140001,570000,81996,0.0000,6.95,0.0000,0.6950,0.0000,0.000000,0.0500,4,942.3
142501,580000,83447,0.0000,6.95,0.0000,0.6950,0.0000,0.000000,0.0500,5,959.8
145001,590000,84906,0.0000,6.86,0.0000,0.6860,0.0000,0.000000,0.0500,5,977.1
147501,600000,86349,0.0000,6.91,0.0000,0.6910,0.0000,0.000000,0.0500,5,994.4
150001,610000,87797,0.0000,6.88,0.0000,0.6880,0.0000,0.000000,0.0500,5,1013.5
152501,620000,89248,0.0000,6.96,0.0000,0.6960,0.0000,0.000001,0.0500,5,1032.6
155001,630000,90699,0.0000,6.92,0.0000,0.6920,0.0000,0.000039,0.0500,5,1052.7
157501,640000,92145,0.0000,6.90,0.0000,0.6900,0.0000,0.000000,0.0500,5,1073.0
160001,650000,93585,0.0000,7.02,0.0000,0.7020,0.0000,0.000000,0.0500,6,1091.1
162501,660000,95029,0.0000,6.98,0.0000,0.6980,0.0000,0.000000,0.0500,6,1109.5
165001,670000,96492,0.0000,6.80,0.0000,0.6800,0.0000,0.000000,0.0500,6,1128.0
167501,680000,97941,0.0000,6.99,0.0000,0.6990,0.0000,0.000000,0.0500,6,1146.4
170001,690000,99389,0.0000,6.97,0.0000,0.6970,0.0000,0.000000,0.0500,6,1164.5
172501,700000,100844,0.0000,7.06,0.0000,0.7060,0.0000,0.000000,0.0500,6,1183.0
175001,710000,102286,0.0000,6.97,0.0000,0.6970,0.0000,0.000000,0.0500,6,1201.6
177501,720000,103732,0.0000,7.07,0.0000,0.7070,0.0000,0.000000,0.0500,7,1220.1
180001,730000,105175,0.0000,7.01,0.0000,0.7010,0.0000,0.000000,0.0500,7,1242.2
182501,740000,106627,0.0000,6.68,0.0000,0.6680,0.0000,0.000000,0.0500,7,1262.2
185001,750000,108079,0.0000,6.91,0.0000,0.6910,0.0000,0.000000,0.0500,7,1281.8
187501,760000,109529,0.0000,6.85,0.0000,0.6850,0.0000,0.000000,0.0500,7,1300.4
190001,770000,110976,0.0000,6.88,0.0000,0.6880,0.0000,0.000000,0.0500,7,1319.3
192501,780000,112441,0.0000,6.82,0.0000,0.6820,0.0000,0.000000,0.0500,7,1337.5
195001,790000,113901,0.0000,6.87,0.0000,0.6870,0.0000,0.000000,0.0500,7,1354.5
197501,800000,115344,0.0000,6.67,0.0000,0.6670,0.0000,0.000000,0.0500,7,1372.4
200001,810000,116802,0.0000,6.98,0.0000,0.6980,0.0000,0.000000,0.0500,7,1389.7
202501,820000,118254,0.0000,6.98,0.0000,0.6980,0.0000,0.000001,0.0500,7,1407.9
205001,830000,119704,0.0000,7.04,0.0000,0.7040,0.0000,0.000000,0.0500,7,1427.0
207501,840000,121147,0.0000,6.91,0.0000,0.6910,0.0000,0.000000,0.0500,7,1445.8
210001,850000,122605,0.0000,6.84,0.0000,0.6840,0.0000,0.000000,0.0500,7,1463.0
212501,860000,124057,0.0000,6.88,0.0000,0.6880,0.0000,0.000000,0.0500,7,1479.5
215001,870000,125527,0.0000,6.71,0.0000,0.6710,0.0000,0.000000,0.0500,7,1495.3
217501,880000,126971,0.0000,6.96,0.0000,0.6960,0.0000,0.000000,0.0500,7,1513.5
220001,890000,128427,0.0000,6.93,0.0000,0.6930,0.0000,0.000000,0.0500,7,1529.4
222501,900000,129872,0.0000,6.87,0.0000,0.6870,0.0000,0.000000,0.0500,7,1545.2
225001,910000,131320,0.0000,6.81,0.0000,0.6810,0.0000,0.000000,0.0500,7,1561.2
227501,920000,132764,0.0000,6.90,0.0000,0.6900,0.0000,0.000000,0.0500,8,1577.1
230001,930000,134203,0.0000,7.05,0.0000,0.7050,0.0000,0.000000,0.0500,8,1594.8
232501,940000,135648,0.0000,6.98,0.0000,0.6980,0.0000,0.000000,0.0500,8,1611.9
235001,950000,137102,0.0000,7.00,0.0000,0.7000,0.0000,0.000039,0.0500,8,1630.0
237501,960000,138561,0.0000,6.74,0.0000,0.6740,0.0000,0.000000,0.0500,8,1647.9
240001,970000,140011,0.0000,6.87,0.0000,0.6870,0.0000,0.000000,0.0500,9,1665.0
242501,980000,141450,0.0000,6.86,0.0000,0.6860,0.0000,0.000038,0.0500,9,1682.4
245001,990000,142886,0.0000,6.85,0.0000,0.6850,0.0000,0.000000,0.0500,9,1699.6
247501,1000000,144336,0.0000,6.83,0.0000,0.6830,0.0000,0.000000,0.0500,9,1716.1
250001,1010000,145771,0.0000,7.18,0.0000,0.7180,0.0000,0.000040,0.0500,9,1733.0
252501,1020000,147217,0.0000,6.92,0.0000,0.6920,0.0000,0.000000,0.0500,9,1750.0
255001,1030000,148664,0.0000,6.98,0.0000,0.6980,0.0000,0.000000,0.0500,9,1766.9
257501,1040000,150110,0.0000,6.93,0.0000,0.6930,0.0000,0.000000,0.0500,9,1783.5
260001,1050000,151553,0.0000,6.80,0.0000,0.6800,0.0000,0.000000,0.0500,9,1800.3
262501,1060000,152991,0.0000,7.00,0.0000,0.7000,0.0000,0.000000,0.0500,9,1817.5
265001,1070000,154442,0.0000,7.12,0.0000,0.7120,0.0000,0.000001,0.0500,9,1834.6
267501,1080000,155874,0.0000,7.02,0.0000,0.7020,0.0000,0.000000,0.0500,9,1851.2
270001,1090000,157324,0.0000,6.84,0.0000,0.6840,0.0000,0.000000,0.0500,9,1867.6
272501,1100000,158784,0.0000,6.95,0.0000,0.6950,0.0000,0.000001,0.0500,9,1884.6
275001,1110000,160217,0.0000,6.95,0.0000,0.6950,0.0000,0.000001,0.0500,9,1901.3
277501,1120000,161647,0.0000,6.85,0.0000,0.6850,0.0000,0.000000,0.0500,9,1917.4
280001,1130000,163092,0.0000,6.85,0.0000,0.6850,0.0000,0.000000,0.0500,9,1934.0
282501,1140000,164535,0.0000,6.90,0.0000,0.6900,0.0000,0.000039,0.0500,9,1950.7
285001,1150000,165981,0.0000,6.94,0.0000,0.6940,0.0000,0.000000,0.0500,9,1969.5
287501,1160000,167426,0.0000,7.04,0.0000,0.7040,0.0000,0.000000,0.0500,9,1988.1
290001,1170000,168875,0.0000,6.88,0.0000,0.6880,0.0000,0.000000,0.0500,9,2006.9
292501,1180000,170329,0.0000,6.97,0.0000,0.6970,0.0000,0.000000,0.0500,9,2025.7
295001,1190000,171774,0.0000,6.99,0.0000,0.6990,0.0000,0.000039,0.0500,9,2044.8
297501,1200000,173224,0.0000,6.84,0.0000,0.6840,0.0000,0.000000,0.0500,9,2063.4
300001,1210000,174665,0.0000,6.89,0.0000,0.6890,0.0000,0.000000,0.0500,9,2082.0
302501,1220000,176131,0.0000,6.95,0.0000,0.6950,0.0000,0.000000,0.0500,9,2100.6
305001,1230000,177583,0.0000,6.96,0.0000,0.6960,0.0000,0.000000,0.0500,9,2119.4
307501,1240000,179034,0.0000,6.87,0.0000,0.6870,0.0000,0.000000,0.0500,9,2138.2
310001,1250000,180481,0.0000,6.69,0.0000,0.6690,0.0000,0.000000,0.0500,9,2156.9
312501,1260000,181939,0.0000,6.65,0.0000,0.6650,0.0000,0.000000,0.0500,9,2175.5
315001,1270000,183380,0.0000,6.83,0.0000,0.6830,0.0000,0.000000,0.0500,9,2194.5
317501,1280000,184822,0.0000,6.75,0.0000,0.6750,0.0000,0.000000,0.0500,9,2217.4
320001,1290000,186260,0.0000,6.98,0.0000,0.6980,0.0000,0.000038,0.0500,9,2238.2
322501,1300000,187697,0.0000,6.91,0.0000,0.6910,0.0000,0.000000,0.0500,9,2257.4
325001,1310000,189146,0.0000,6.82,0.0000,0.6820,0.0000,0.000000,0.0500,9,2277.4
327501,1320000,190594,0.0000,7.12,0.0000,0.7120,0.0000,0.000000,0.0500,9,2296.5
330001,1330000,192035,0.0000,7.08,0.0000,0.7080,0.0000,0.000001,0.0500,9,2315.2
332501,1340000,193479,0.0000,7.02,0.0000,0.7020,0.0000,0.000000,0.0500,9,2334.4
335001,1350000,194918,0.0000,6.92,0.0000,0.6920,0.0000,0.000000,0.0500,9,2356.3
337501,1360000,196370,0.0000,6.98,0.0000,0.6980,0.0000,0.000000,0.0500,9,2375.7
340001,1370000,197817,0.0000,6.95,0.0000,0.6950,0.0000,0.000000,0.0500,9,2393.0
342501,1380000,199254,0.0000,6.85,0.0000,0.6850,0.0000,0.000000,0.0500,9,2410.4
345001,1390000,200704,0.0000,6.91,0.0000,0.6910,0.0000,0.000000,0.0500,9,2427.8
347501,1400000,202151,0.0000,6.86,0.0000,0.6860,0.0000,0.000039,0.0500,9,2445.0
350001,1410000,203599,0.0000,6.77,0.0000,0.6770,0.0000,0.000000,0.0500,9,2462.3
352501,1420000,205041,0.0000,6.98,0.0000,0.6980,0.0000,0.000000,0.0500,9,2479.8
355001,1430000,206486,0.0000,6.92,0.0000,0.6920,0.0000,0.000000,0.0500,9,2497.1
357501,1440000,207930,0.0000,7.14,0.0000,0.7140,0.0000,0.000000,0.0500,9,2514.3
360001,1450000,209374,0.0000,6.88,0.0000,0.6880,0.0000,0.000000,0.0500,9,2531.6
362501,1460000,210815,0.0000,6.91,0.0000,0.6910,0.0000,0.000000,0.0500,9,2548.9
365001,1470000,212263,0.0000,7.04,0.0000,0.7040,0.0000,0.000000,0.0500,9,2566.3
367501,1480000,213711,0.0000,6.83,0.0000,0.6830,0.0000,0.000000,0.0500,9,2583.7
370001,1490000,215151,0.0000,7.14,0.0000,0.7140,0.0000,0.000000,0.0500,9,2602.3
372501,1500000,216603,0.0000,6.76,0.0000,0.6760,0.0000,0.000000,0.0500,9,2619.6
375001,1510000,218047,0.0000,6.89,0.0000,0.6890,0.0000,0.000000,0.0500,9,2637.1
377501,1520000,219492,0.0000,6.92,0.0000,0.6920,0.0000,0.000000,0.0500,9,2654.5
380001,1530000,220942,0.0000,7.12,0.0000,0.7120,0.0000,0.000000,0.0500,9,2672.0
382501,1540000,222385,0.0000,6.92,0.0000,0.6920,0.0000,0.000000,0.0500,9,2690.0
385001,1550000,223821,0.0000,6.93,0.0000,0.6930,0.0000,0.000000,0.0500,9,2711.7
387501,1560000,225270,0.0000,6.85,0.0000,0.6850,0.0000,0.000000,0.0500,9,2730.4
390001,1570000,226704,0.0000,6.82,0.0000,0.6820,0.0000,0.000000,0.0500,9,2749.1
392501,1580000,228150,0.0000,7.03,0.0000,0.7030,0.0000,0.000000,0.0500,9,2768.0
395001,1590000,229592,0.0000,6.87,0.0000,0.6870,0.0000,0.000000,0.0500,9,2787.6
397501,1600000,231036,0.0000,7.02,0.0000,0.7020,0.0000,0.000000,0.0500,9,2807.8
400001,1610000,232476,0.0000,6.94,0.0000,0.6940,0.0000,0.000000,0.0500,10,2827.1
402501,1620000,233914,0.0000,7.13,0.0000,0.7130,0.0000,0.000000,0.0500,10,2846.2
405001,1630000,235364,0.0000,6.99,0.0000,0.6990,0.0000,0.000000,0.0500,10,2865.6
407501,1640000,236807,0.0000,6.74,0.0000,0.6740,0.0000,0.000000,0.0500,10,2884.8
410001,1650000,238250,0.0000,6.85,0.0000,0.6850,0.0000,0.000000,0.0500,10,2904.0
412501,1660000,239682,0.0000,7.01,0.0000,0.7010,0.0000,0.000000,0.0500,10,2923.3
415001,1670000,241125,0.0000,6.89,0.0000,0.6890,0.0000,0.000000,0.0500,10,2943.0
417501,1680000,242569,0.0000,6.93,0.0000,0.6930,0.0000,0.000000,0.0500,10,2962.1
420001,1690000,244004,0.0000,6.78,0.0000,0.6780,0.0000,0.000000,0.0500,10,2982.8
422501,1700000,245445,0.0000,6.80,0.0000,0.6800,0.0000,0.000000,0.0500,10,3002.0
425001,1710000,246893,0.0000,6.80,0.0000,0.6800,0.0000,0.000000,0.0500,10,3021.3
427501,1720000,248331,0.0000,6.85,0.0000,0.6850,0.0000,0.000000,0.0500,10,3039.9
430001,1730000,249771,0.0000,6.93,0.0000,0.6930,0.0000,0.000000,0.0500,10,3058.3
432501,1740000,251209,0.0000,6.92,0.0000,0.6920,0.0000,0.000000,0.0500,10,3076.8
435001,1750000,252646,0.0000,6.96,0.0000,0.6960,0.0000,0.000000,0.0500,10,3095.1
437501,1760000,254090,0.0000,6.77,0.0000,0.6770,0.0000,0.000000,0.0500,10,3113.4
440001,1770000,255528,0.0000,6.93,0.0000,0.6930,0.0000,0.000039,0.0500,10,3131.9
442501,1780000,256977,0.0000,6.85,0.0000,0.6850,0.0000,0.000000,0.0500,10,3150.4
445001,1790000,258425,0.0000,6.86,0.0000,0.6860,0.0000,0.000000,0.0500,10,3168.7
447501,1800000,259860,0.0000,6.93,0.0000,0.6930,0.0000,0.000000,0.0500,10,3187.2
450001,1810000,261295,0.0000,7.03,0.0000,0.7030,0.0000,0.000000,0.0500,10,3205.8
452501,1820000,262742,0.0000,6.98,0.0000,0.6980,0.0000,0.000000,0.0500,10,3224.4
455001,1830000,264181,0.0000,7.12,0.0000,0.7120,0.0000,0.000000,0.0500,10,3242.9
457501,1840000,265623,0.0000,7.15,0.0000,0.7150,0.0000,0.000000,0.0500,10,3262.0
460001,1850000,267060,0.0000,6.96,0.0000,0.6960,0.0000,0.000000,0.0500,10,3281.2
462501,1860000,268504,0.0000,6.71,0.0000,0.6710,0.0000,0.000000,0.0500,10,3299.9
465001,1870000,269945,0.0000,7.02,0.0000,0.7020,0.0000,0.000000,0.0500,10,3319.9
467501,1880000,271390,0.0000,6.93,0.0000,0.6930,0.0000,0.000000,0.0500,10,3338.1
470001,1890000,272825,0.0000,7.07,0.0000,0.7070,0.0000,0.000000,0.0500,10,3355.9
472501,1900000,274265,0.0000,6.92,0.0000,0.6920,0.0000,0.000000,0.0500,10,3374.2
475001,1910000,275704,0.0000,6.92,0.0000,0.6920,0.0000,0.000000,0.0500,10,3392.8
477501,1920000,277148,0.0000,6.89,0.0000,0.6890,0.0000,0.000000,0.0500,10,3411.2
480001,1930000,278587,0.0000,7.00,0.0000,0.7000,0.0000,0.000000,0.0500,10,3429.4
482501,1940000,280030,0.0000,6.96,0.0000,0.6960,0.0000,0.000040,0.0500,10,3448.1
485001,1950000,281470,0.0000,6.88,0.0000,0.6880,0.0000,0.000000,0.0500,10,3466.6
487501,1960000,282927,0.0000,6.87,0.0000,0.6870,0.0000,0.000000,0.0500,10,3485.2
490001,1970000,284375,0.0000,6.88,0.0000,0.6880,0.0000,0.000000,0.0500,10,3503.8
492501,1980000,285834,0.0000,6.75,0.0000,0.6750,0.0000,0.000000,0.0500,10,3522.4
495001,1990000,287279,0.0000,6.88,0.0000,0.6880,0.0000,0.000000,0.0500,10,3541.1
497501,2000000,288713,0.0000,7.04,0.0000,0.7040,0.0000,0.000039,0.0500,10,3559.5
