update,timestep,episode,mean_reward,mean_length,success_rate,mean_coverage,invalid_rate,policy_loss,value_loss,entropy,approx_kl,unique_tilings,wall_time
450,921600,116917,1.1396,8.40,0.3400,0.8400,0.0000,-0.028609,0.033905,1.1298,0.019174,107,2821.2
460,942080,119226,1.4524,9.09,0.5900,0.9090,0.0000,-0.020539,0.058378,0.3785,0.020553,108,2885.5
470,962560,121399,1.6379,9.48,0.7400,0.9480,0.0000,-0.018319,0.034939,0.3737,0.015389,110,2949.1
480,983040,123570,1.6295,9.39,0.7400,0.9390,0.0000,-0.027063,0.038910,0.4020,0.026875,110,3011.6
490,1003520,125721,1.6641,9.44,0.7700,0.9440,0.0000,-0.022085,0.050978,0.3969,0.020415,110,3073.9
500,1024000,127869,1.8014,9.74,0.8800,0.9740,0.0000,-0.018998,0.034079,0.3296,0.020873,110,3134.4
510,1044480,129958,1.8269,9.80,0.9000,0.9800,0.0000,-0.012144,0.021390,0.3015,0.017531,110,3194.8
520,1064960,132063,1.7632,9.65,0.8500,0.9650,0.0000,-0.023220,0.033861,0.3716,0.022955,111,3254.5
530,1085440,134160,1.7924,9.75,0.8700,0.9750,0.0000,-0.019022,0.022815,0.3500,0.020375,111,3309.4
540,1105920,136267,1.8368,9.80,0.9100,0.9800,0.0000,-0.020464,0.030379,0.3974,0.017968,111,3372.0
550,1126400,138358,1.8387,9.82,0.9100,0.9820,0.0000,-0.018292,0.025211,0.4137,0.019460,111,3432.9
560,1146880,140447,1.7069,9.58,0.8000,0.9580,0.0000,-0.021712,0.029658,0.4445,0.023129,111,3491.5
570,1167360,142533,1.8160,9.79,0.8900,0.9790,0.0000,-0.016535,0.019551,0.4249,0.015158,111,3548.8
580,1187840,144640,1.7914,9.74,0.8700,0.9740,0.0000,-0.025234,0.025822,0.5121,0.017631,111,3608.1
590,1208320,146724,1.8832,9.87,0.9500,0.9870,0.0000,-0.019120,0.013865,0.4309,0.019888,111,3666.3
600,1228800,148803,1.8250,9.78,0.9000,0.9780,0.0000,-0.023412,0.027427,0.4558,0.019987,111,3724.4
610,1249280,150886,1.8823,9.86,0.9500,0.9860,0.0000,-0.012859,0.009911,0.4158,0.014203,111,3784.3
620,1269760,152966,1.8841,9.88,0.9500,0.9880,0.0000,-0.019682,0.011798,0.4932,0.016701,111,3844.5
630,1290240,155064,1.7396,9.61,0.8300,0.9610,0.0000,-0.031540,0.018522,0.5079,0.021524,111,3904.9
640,1310720,157151,1.8714,9.85,0.9400,0.9850,0.0000,-0.018059,0.019836,0.4991,0.013792,111,3965.0
650,1331200,159242,1.7596,9.72,0.8400,0.9720,0.0000,-0.023847,0.034361,0.5573,0.020944,111,4025.2
660,1351680,161327,1.8496,9.83,0.9200,0.9830,0.0000,-0.026667,0.015370,0.5055,0.019494,111,4086.1
670,1372160,163409,1.7896,9.72,0.8700,0.9720,0.0000,-0.023073,0.023845,0.5229,0.020477,111,4147.0
680,1392640,165491,1.7778,9.70,0.8600,0.9700,0.0000,-0.023989,0.025740,0.5061,0.021103,111,4207.9
690,1413120,167572,1.8151,9.78,0.8900,0.9780,0.0000,-0.020743,0.015747,0.5357,0.020061,111,4273.4
700,1433600,169654,1.7378,9.59,0.8300,0.9590,0.0000,-0.024897,0.027756,0.5385,0.020322,111,4338.8
710,1454080,171726,1.8741,9.88,0.9400,0.9880,0.0000,-0.017556,0.012809,0.4890,0.014807,111,4404.2
720,1474560,173807,1.8850,9.89,0.9500,0.9890,0.0000,-0.020603,0.014152,0.5200,0.016390,111,4469.6
730,1495040,175891,1.7269,9.58,0.8200,0.9580,0.0000,-0.026484,0.038500,0.6082,0.019984,111,4534.8
740,1515520,177972,1.7495,9.61,0.8400,0.9610,0.0000,-0.027078,0.023768,0.5732,0.019315,111,4599.1
750,1536000,180058,1.7532,9.65,0.8400,0.9650,0.0000,-0.026401,0.033770,0.5919,0.020537,111,4661.3
760,1556480,182146,1.8859,9.90,0.9500,0.9900,0.0000,-0.019617,0.014605,0.5422,0.017236,111,4724.8
770,1576960,184220,1.7378,9.59,0.8300,0.9590,0.0000,-0.023703,0.029077,0.5603,0.018810,111,4790.3
780,1597440,186297,1.8396,9.83,0.9100,0.9830,0.0000,-0.018206,0.021001,0.4946,0.016828,111,4856.5
790,1617920,188379,1.7713,9.63,0.8600,0.9630,0.0000,-0.031980,0.023937,0.5691,0.020003,111,4922.5
800,1638400,190450,1.9114,9.96,0.9700,0.9960,0.0000,-0.017203,0.007543,0.4949,0.015816,111,4988.8
810,1658880,192538,1.8832,9.87,0.9500,0.9870,0.0000,-0.019764,0.015690,0.5449,0.017659,111,5055.1
820,1679360,194627,1.7968,9.69,0.8800,0.9690,0.0000,-0.023306,0.023690,0.5462,0.017480,111,5121.6
830,1699840,196729,1.7405,9.62,0.8300,0.9620,0.0000,-0.023168,0.026402,0.5230,0.020907,111,5188.0
840,1720320,198798,1.9323,9.97,0.9900,0.9970,0.0000,-0.019273,0.006207,0.4842,0.015706,111,5254.1
850,1740800,200887,1.8396,9.83,0.9100,0.9830,0.0000,-0.023900,0.022451,0.5003,0.020213,111,5317.9
860,1761280,202980,1.7387,9.60,0.8300,0.9600,0.0000,-0.032147,0.031688,0.5511,0.030280,111,5381.3
870,1781760,205068,1.8859,9.90,0.9500,0.9900,0.0000,-0.023840,0.013190,0.4855,0.017732,111,5445.0
880,1802240,207151,1.8723,9.86,0.9400,0.9860,0.0000,-0.026044,0.020391,0.5026,0.019897,111,5510.8
890,1822720,209243,1.8741,9.88,0.9400,0.9880,0.0000,-0.023681,0.023275,0.5149,0.018753,111,5575.1
900,1843200,211324,1.8968,9.91,0.9600,0.9910,0.0000,-0.018988,0.018505,0.5246,0.016278,111,5640.3
910,1863680,213410,1.8077,9.70,0.8900,0.9700,0.0000,-0.023343,0.023848,0.5374,0.015080,111,5715.0
920,1884160,215502,1.8596,9.83,0.9300,0.9830,0.0000,-0.021088,0.019447,0.5273,0.015884,111,5781.7
930,1904640,217577,1.8577,9.81,0.9300,0.9810,0.0000,-0.020815,0.015103,0.5201,0.015888,111,5848.5
940,1925120,219659,1.9105,9.95,0.9700,0.9950,0.0000,-0.019250,0.012637,0.4991,0.012877,111,5914.6
950,1945600,221730,1.9341,9.99,0.9900,0.9990,0.0000,-0.016074,0.010367,0.4998,0.013068,111,5978.3
960,1966080,223808,1.8941,9.88,0.9600,0.9880,0.0000,-0.016293,0.008278,0.4817,0.012816,111,6042.2
970,1986560,225897,1.7021,9.42,0.8100,0.9420,0.0000,-0.026898,0.031539,0.6019,0.020759,111,6106.1
