update,timestep,episode,mean_reward,mean_length,success_rate,mean_coverage,invalid_rate,loss,epsilon,unique_tilings,wall_time
65001,270000,37783,0.7159,7.48,0.0000,0.7480,0.0000,0.000336,0.5060,1,310.5
67501,280000,39136,0.7002,7.31,0.0000,0.7310,0.0000,0.000340,0.4870,1,323.2
70001,290000,40479,0.7022,7.33,0.0000,0.7330,0.0000,0.000331,0.4680,1,336.8
72501,300000,41828,0.7196,7.52,0.0000,0.7520,0.0000,0.000360,0.4490,1,348.7
75001,310000,43163,0.7187,7.51,0.0000,0.7510,0.0000,0.000383,0.4300,2,360.6
77501,320000,44492,0.7407,7.64,0.0100,0.7640,0.0000,0.000339,0.4110,4,372.3
80001,330000,45828,0.7252,7.58,0.0000,0.7580,0.0000,0.000338,0.3920,4,384.3
82501,340000,47157,0.7270,7.60,0.0000,0.7600,0.0000,0.000331,0.3730,4,397.3
85001,350000,48471,0.7381,7.72,0.0000,0.7720,0.0000,0.000373,0.3540,4,410.2
87501,360000,49796,0.7169,7.49,0.0000,0.7490,0.0000,0.000327,0.3350,4,423.6
90001,370000,51119,0.7214,7.54,0.0000,0.7540,0.0000,0.000351,0.3160,4,436.1
92501,380000,52429,0.7298,7.63,0.0000,0.7630,0.0000,0.000329,0.2970,4,449.8
95001,390000,53733,0.7426,7.77,0.0000,0.7770,0.0000,0.000324,0.2780,5,463.1
97501,400000,55039,0.7371,7.71,0.0000,0.7710,0.0000,0.000321,0.2590,5,476.6
100001,410000,56342,0.7445,7.79,0.0000,0.7790,0.0000,0.000316,0.2400,5,496.3
102501,420000,57635,0.7563,7.81,0.0100,0.7810,0.0000,0.000320,0.2210,8,508.8
105001,430000,58930,0.7334,7.67,0.0000,0.7670,0.0000,0.000340,0.2020,9,521.0
107501,440000,60212,0.7445,7.79,0.0000,0.7790,0.0000,0.000377,0.1830,9,533.3
110001,450000,61497,0.7463,7.81,0.0000,0.7810,0.0000,0.000320,0.1640,9,545.7
112501,460000,62776,0.7418,7.76,0.0000,0.7760,0.0000,0.000315,0.1450,10,557.9
115001,470000,64048,0.7408,7.75,0.0000,0.7750,0.0000,0.000315,0.1260,10,570.3
117501,480000,65316,0.7536,7.89,0.0000,0.7890,0.0000,0.000354,0.1070,11,583.5
120001,490000,66585,0.7628,7.99,0.0000,0.7990,0.0000,0.000318,0.0880,13,596.4
122501,500000,67849,0.7509,7.86,0.0000,0.7860,0.0000,0.000327,0.0690,16,612.6
125001,510000,69105,0.7583,7.94,0.0000,0.7940,0.0000,0.000365,0.0500,18,628.4
127501,520000,70352,0.7656,8.02,0.0000,0.8020,0.0000,0.000324,0.0500,19,641.5
130001,530000,71597,0.7647,8.01,0.0000,0.8010,0.0000,0.000397,0.0500,22,654.8
132501,540000,72848,0.7628,7.99,0.0000,0.7990,0.0000,0.000374,0.0500,25,671.2
135001,550000,74093,0.7774,8.04,0.0100,0.8040,0.0000,0.000392,0.0500,28,685.3
137501,560000,75341,0.7573,7.93,0.0000,0.7930,0.0000,0.000345,0.0500,29,699.3
140001,570000,76588,0.7656,8.02,0.0000,0.8020,0.0000,0.000352,0.0500,31,713.1
142501,580000,77830,0.7784,8.05,0.0100,0.8050,0.0000,0.000299,0.0500,38,727.3
145001,590000,79063,0.7784,8.16,0.0000,0.8160,0.0000,0.000388,0.0500,41,742.3
147501,600000,80301,0.7921,8.20,0.0100,0.8200,0.0000,0.000380,0.0500,43,755.7
150001,610000,81536,0.7619,7.98,0.0000,0.7980,0.0000,0.000380,0.0500,46,770.3
152501,620000,82764,0.7929,8.21,0.0100,0.8210,0.0000,0.000344,0.0500,48,784.6
155001,630000,83997,0.7656,8.02,0.0000,0.8020,0.0000,0.000363,0.0500,50,798.9
157501,640000,85225,0.7875,8.26,0.0000,0.8260,0.0000,0.000325,0.0500,54,813.8
160001,650000,86449,0.7719,8.09,0.0000,0.8090,0.0000,0.000517,0.0500,60,828.4
162501,660000,87669,0.7894,8.28,0.0000,0.8280,0.0000,0.000290,0.0500,64,843.6
165001,670000,88888,0.7821,8.20,0.0000,0.8200,0.0000,0.000280,0.0500,67,856.9
167501,680000,90108,0.7756,8.13,0.0000,0.8130,0.0000,0.000321,0.0500,74,869.5
170001,690000,91331,0.7820,8.20,0.0000,0.8200,0.0000,0.000399,0.0500,76,881.7
172501,700000,92548,0.7884,8.27,0.0000,0.8270,0.0000,0.000301,0.0500,82,894.2
175001,710000,93759,0.7793,8.17,0.0000,0.8170,0.0000,0.000320,0.0500,87,906.6
177501,720000,94966,0.7875,8.26,0.0000,0.8260,0.0000,0.000342,0.0500,92,918.9
180001,730000,96166,0.7967,8.36,0.0000,0.8360,0.0000,0.000322,0.0500,93,931.2
182501,740000,97370,0.8048,8.34,0.0100,0.8340,0.0000,0.000363,0.0500,102,944.0
185001,750000,98575,0.7993,8.28,0.0100,0.8280,0.0000,0.000352,0.0500,107,956.7
187501,760000,99778,0.8057,8.35,0.0100,0.8350,0.0000,0.000328,0.0500,113,969.4
190001,770000,100980,0.7976,8.37,0.0000,0.8370,0.0000,0.000385,0.0500,116,982.2
192501,780000,102178,0.7920,8.31,0.0000,0.8310,0.0000,0.000456,0.0500,126,994.5
195001,790000,103374,0.8058,8.35,0.0100,0.8350,0.0000,0.000417,0.0500,131,1006.8
197501,800000,104567,0.8286,8.49,0.0200,0.8490,0.0000,0.000360,0.0500,142,1019.2
200001,810000,105756,0.8058,8.35,0.0100,0.8350,0.0000,0.000458,0.0500,155,1031.7
202501,820000,106956,0.7921,8.31,0.0000,0.8310,0.0000,0.000450,0.0500,163,1044.3
205001,830000,108148,0.8258,8.46,0.0200,0.8460,0.0000,0.000355,0.0500,168,1056.7
207501,840000,109337,0.8340,8.44,0.0300,0.8440,0.0000,0.000440,0.0500,176,1069.2
210001,850000,110528,0.8194,8.39,0.0200,0.8390,0.0000,0.000667,0.0500,182,1081.8
212501,860000,111712,0.8140,8.55,0.0000,0.8550,0.0000,0.000360,0.0500,187,1094.4
215001,870000,112898,0.8067,8.36,0.0100,0.8360,0.0000,0.000516,0.0500,199,1107.2
217501,880000,114078,0.8294,8.50,0.0200,0.8500,0.0000,0.000537,0.0500,213,1119.8
220001,890000,115260,0.8476,8.59,0.0300,0.8590,0.0000,0.000445,0.0500,221,1132.3
222501,900000,116439,0.8194,8.50,0.0100,0.8500,0.0000,0.000611,0.0500,235,1145.0
225001,910000,117618,0.8258,8.46,0.0200,0.8460,0.0000,0.000679,0.0500,245,1157.9
227501,920000,118796,0.7994,8.39,0.0000,0.8390,0.0000,0.000579,0.0500,263,1172.1
230001,930000,119970,0.8522,8.64,0.0300,0.8640,0.0000,0.000712,0.0500,278,1185.4
232501,940000,121148,0.8022,8.42,0.0000,0.8420,0.0000,0.000719,0.0500,288,1198.3
235001,950000,122318,0.8322,8.53,0.0200,0.8530,0.0000,0.000549,0.0500,302,1211.3
237501,960000,123489,0.8167,8.47,0.0100,0.8470,0.0000,0.000809,0.0500,312,1224.2
240001,970000,124661,0.8458,8.68,0.0200,0.8680,0.0000,0.000735,0.0500,324,1237.0
242501,980000,125832,0.8204,8.51,0.0100,0.8510,0.0000,0.000746,0.0500,337,1250.0
245001,990000,127003,0.8267,8.47,0.0200,0.8470,0.0000,0.000671,0.0500,343,1263.1
247501,1000000,128173,0.8503,8.62,0.0300,0.8620,0.0000,0.000587,0.0500,356,1276.4
250001,1010000,129340,0.8285,8.49,0.0200,0.8490,0.0000,0.000906,0.0500,378,1289.5
252501,1020000,130509,0.8221,8.53,0.0100,0.8530,0.0000,0.000921,0.0500,391,1302.6
255001,1030000,131678,0.8094,8.50,0.0000,0.8500,0.0000,0.000821,0.0500,400,1315.6
257501,1040000,132847,0.8267,8.47,0.0200,0.8470,0.0000,0.000865,0.0500,411,1328.6
260001,1050000,134017,0.8285,8.49,0.0200,0.8490,0.0000,0.000825,0.0500,428,1342.0
262501,1060000,135181,0.8522,8.53,0.0400,0.8530,0.0000,0.000987,0.0500,443,1355.4
265001,1070000,136349,0.8594,8.61,0.0400,0.8610,0.0000,0.000668,0.0500,454,1368.5
267501,1080000,137514,0.8577,8.70,0.0300,0.8700,0.0000,0.001076,0.0500,464,1381.7
270001,1090000,138676,0.8286,8.60,0.0100,0.8600,0.0000,0.001080,0.0500,481,1395.0
272501,1100000,139841,0.8785,8.60,0.0600,0.8600,0.0000,0.001143,0.0500,497,1407.7
275001,1110000,141004,0.8703,8.62,0.0500,0.8620,0.0000,0.001246,0.0500,510,1420.4
277501,1120000,142168,0.8294,8.50,0.0200,0.8500,0.0000,0.001215,0.0500,520,1432.6
280001,1130000,143324,0.8495,8.61,0.0300,0.8610,0.0000,0.001294,0.0500,531,1444.9
282501,1140000,144486,0.8722,8.75,0.0400,0.8750,0.0000,0.001437,0.0500,543,1457.5
285001,1150000,145635,0.8622,8.75,0.0300,0.8750,0.0000,0.001470,0.0500,556,1470.3
287501,1160000,146785,0.8776,8.70,0.0500,0.8700,0.0000,0.001371,0.0500,561,1482.7
290001,1170000,147933,0.8831,8.65,0.0600,0.8650,0.0000,0.001404,0.0500,573,1495.1
292501,1180000,149079,0.9148,8.67,0.0900,0.8670,0.0000,0.001600,0.0500,580,1507.5
295001,1190000,150225,0.8885,8.71,0.0600,0.8710,0.0000,0.001543,0.0500,580,1519.9
297501,1200000,151371,0.9839,8.77,0.1500,0.8770,0.0000,0.001999,0.0500,584,1532.6
300001,1210000,152510,0.9340,8.77,0.1000,0.8770,0.0000,0.002179,0.0500,587,1545.2
302501,1220000,153641,1.1601,8.95,0.3100,0.8950,0.0000,0.002116,0.0500,588,1557.7
305001,1230000,154762,1.2082,9.04,0.3500,0.9040,0.0000,0.002941,0.0500,589,1570.3
307501,1240000,155871,1.1437,8.88,0.3000,0.8880,0.0000,0.003349,0.0500,589,1582.8
310001,1250000,156964,1.4198,9.17,0.5500,0.9170,0.0000,0.004037,0.0500,589,1595.6
312501,1260000,158046,1.5416,9.41,0.6500,0.9410,0.0000,0.004105,0.0500,589,1608.4
315001,1270000,159117,1.5353,9.45,0.6400,0.9450,0.0000,0.004031,0.0500,590,1620.9
317501,1280000,160180,1.6152,9.45,0.7200,0.9450,0.0000,0.004042,0.0500,591,1633.3
320001,1290000,161236,1.5898,9.50,0.6900,0.9500,0.0000,0.003418,0.0500,592,1645.8
322501,1300000,162296,1.5652,9.45,0.6700,0.9450,0.0000,0.002714,0.0500,593,1658.3
325001,1310000,163357,1.5852,9.45,0.6900,0.9450,0.0000,0.002637,0.0500,594,1671.3
327501,1320000,164415,1.5198,9.39,0.6300,0.9390,0.0000,0.002536,0.0500,594,1684.1
330001,1330000,165476,1.6116,9.52,0.7100,0.9520,0.0000,0.002431,0.0500,594,1696.6
332501,1340000,166529,1.6306,9.51,0.7300,0.9510,0.0000,0.002594,0.0500,595,1709.1
335001,1350000,167583,1.6370,9.58,0.7300,0.9580,0.0000,0.002525,0.0500,595,1721.7
337501,1360000,168645,1.5215,9.30,0.6400,0.9300,0.0000,0.002563,0.0500,595,1734.4
340001,1370000,169710,1.6170,9.47,0.7200,0.9470,0.0000,0.002505,0.0500,597,1747.9
342501,1380000,170764,1.6597,9.61,0.7500,0.9610,0.0000,0.002355,0.0500,599,1760.4
345001,1390000,171816,1.6315,9.52,0.7300,0.9520,0.0000,0.002417,0.0500,600,1773.2
347501,1400000,172872,1.5771,9.47,0.6800,0.9470,0.0000,0.002316,0.0500,600,1786.1
350001,1410000,173926,1.6443,9.55,0.7400,0.9550,0.0000,0.002188,0.0500,601,1798.8
352501,1420000,174989,1.5716,9.41,0.6800,0.9410,0.0000,0.002405,0.0500,602,1812.1
355001,1430000,176043,1.5870,9.47,0.6900,0.9470,0.0000,0.002318,0.0500,604,1824.8
357501,1440000,177096,1.6751,9.56,0.7700,0.9560,0.0000,0.002539,0.0500,604,1837.6
360001,1450000,178153,1.5915,9.41,0.7000,0.9410,0.0000,0.002378,0.0500,605,1850.4
362501,1460000,179209,1.6288,9.49,0.7300,0.9490,0.0000,0.002027,0.0500,605,1863.2
365001,1470000,180270,1.5098,9.28,0.6300,0.9280,0.0000,0.002513,0.0500,605,1876.1
367501,1480000,181322,1.5861,9.46,0.6900,0.9460,0.0000,0.002220,0.0500,605,1888.9
370001,1490000,182386,1.6216,9.52,0.7200,0.9520,0.0000,0.001872,0.0500,605,1901.8
372501,1500000,183440,1.6906,9.62,0.7800,0.9620,0.0000,0.001958,0.0500,607,1914.7
375001,1510000,184495,1.6543,9.55,0.7500,0.9550,0.0000,0.002078,0.0500,607,1927.6
377501,1520000,185549,1.5806,9.40,0.6900,0.9400,0.0000,0.002078,0.0500,608,1940.5
380001,1530000,186605,1.5780,9.48,0.6800,0.9480,0.0000,0.001760,0.0500,608,1953.4
382501,1540000,187659,1.6506,9.51,0.7500,0.9510,0.0000,0.001805,0.0500,609,1966.3
385001,1550000,188720,1.6388,9.49,0.7400,0.9490,0.0000,0.001780,0.0500,609,1979.2
387501,1560000,189778,1.4734,9.32,0.5900,0.9320,0.0000,0.001574,0.0500,609,1992.2
390001,1570000,190835,1.6179,9.48,0.7200,0.9480,0.0000,0.001374,0.0500,609,2005.8
392501,1580000,191892,1.6052,9.45,0.7100,0.9450,0.0000,0.001473,0.0500,609,2018.8
395001,1590000,192946,1.6216,9.52,0.7200,0.9520,0.0000,0.001470,0.0500,611,2031.7
397501,1600000,194001,1.6097,9.50,0.7100,0.9500,0.0000,0.001458,0.0500,612,2044.7
400001,1610000,195059,1.5906,9.40,0.7000,0.9400,0.0000,0.001343,0.0500,614,2057.7
402501,1620000,196111,1.6806,9.62,0.7700,0.9620,0.0000,0.001493,0.0500,614,2071.0
405001,1630000,197164,1.6906,9.62,0.7800,0.9620,0.0000,0.001300,0.0500,615,2084.4
407501,1640000,198218,1.6406,9.51,0.7400,0.9510,0.0000,0.001225,0.0500,615,2097.5
410001,1650000,199270,1.6097,9.50,0.7100,0.9500,0.0000,0.001105,0.0500,617,2110.6
412501,1660000,200325,1.6415,9.52,0.7400,0.9520,0.0000,0.000881,0.0500,618,2123.6
415001,1670000,201379,1.6488,9.60,0.7400,0.9600,0.0000,0.000956,0.0500,619,2137.1
417501,1680000,202436,1.6688,9.60,0.7600,0.9600,0.0000,0.000893,0.0500,619,2150.3
420001,1690000,203495,1.5933,9.43,0.7000,0.9430,0.0000,0.000758,0.0500,620,2163.4
422501,1700000,204552,1.5570,9.36,0.6700,0.9360,0.0000,0.000739,0.0500,621,2176.7
425001,1710000,205612,1.6198,9.50,0.7200,0.9500,0.0000,0.000666,0.0500,621,2190.1
427501,1720000,206673,1.6342,9.44,0.7400,0.9440,0.0000,0.000543,0.0500,622,2204.0
430001,1730000,207735,1.5634,9.43,0.6700,0.9430,0.0000,0.000537,0.0500,622,2217.2
432501,1740000,208798,1.5134,9.32,0.6300,0.9320,0.0000,0.000546,0.0500,624,2230.6
435001,1750000,209852,1.6334,9.54,0.7300,0.9540,0.0000,0.000507,0.0500,624,2243.9
437501,1760000,210907,1.6397,9.50,0.7400,0.9500,0.0000,0.000568,0.0500,625,2257.5
440001,1770000,211962,1.5979,9.48,0.7000,0.9480,0.0000,0.000738,0.0500,626,2271.2
442501,1780000,213018,1.6260,9.46,0.7300,0.9460,0.0000,0.000435,0.0500,626,2284.7
445001,1790000,214078,1.6923,9.53,0.7900,0.9530,0.0000,0.000587,0.0500,626,2298.1
447501,1800000,215138,1.5334,9.32,0.6500,0.9320,0.0000,0.000549,0.0500,626,2311.7
450001,1810000,216199,1.5415,9.30,0.6600,0.9300,0.0000,0.000610,0.0500,627,2325.6
452501,1820000,217263,1.6724,9.53,0.7700,0.9530,0.0000,0.000491,0.0500,628,2339.5
455001,1830000,218325,1.5452,9.34,0.6600,0.9340,0.0000,0.000467,0.0500,629,2353.0
457501,1840000,219386,1.6770,9.58,0.7700,0.9580,0.0000,0.000564,0.0500,629,2366.9
460001,1850000,220444,1.5961,9.46,0.7000,0.9460,0.0000,0.000614,0.0500,629,2380.8
462501,1860000,221501,1.5788,9.38,0.6900,0.9380,0.0000,0.000566,0.0500,630,2394.7
465001,1870000,222566,1.5244,9.33,0.6400,0.9330,0.0000,0.000500,0.0500,630,2408.5
467501,1880000,223628,1.5697,9.39,0.6800,0.9390,0.0000,0.000660,0.0500,630,2422.3
470001,1890000,224691,1.6025,9.53,0.7000,0.9530,0.0000,0.000468,0.0500,630,2436.0
472501,1900000,225749,1.6187,9.38,0.7300,0.9380,0.0000,0.000648,0.0500,630,2449.9
475001,1910000,226811,1.6851,9.56,0.7800,0.9560,0.0000,0.000610,0.0500,630,2463.8
477501,1920000,227867,1.6316,9.52,0.7300,0.9520,0.0000,0.000504,0.0500,631,2476.8
480001,1930000,228924,1.5297,9.28,0.6500,0.9280,0.0000,0.000571,0.0500,632,2489.9
482501,1940000,229988,1.5924,9.42,0.7000,0.9420,0.0000,0.000550,0.0500,632,2503.2
485001,1950000,231038,1.6288,9.49,0.7300,0.9490,0.0000,0.000526,0.0500,634,2516.2
487501,1960000,232103,1.6551,9.56,0.7500,0.9560,0.0000,0.000506,0.0500,635,2529.5
490001,1970000,233171,1.6051,9.45,0.7100,0.9450,0.0000,0.000572,0.0500,635,2542.7
492501,1980000,234226,1.6115,9.41,0.7200,0.9410,0.0000,0.000616,0.0500,635,2555.9
495001,1990000,235283,1.5915,9.41,0.7000,0.9410,0.0000,0.000571,0.0500,635,2568.9
497501,2000000,236339,1.5588,9.38,0.6700,0.9380,0.0000,0.000584,0.0500,636,2582.3
