update,timestep,episode,mean_reward,mean_length,success_rate,mean_coverage,invalid_rate,policy_loss,value_loss,entropy,approx_kl,unique_tilings,wall_time
220,450560,57811,0.9553,8.24,0.1700,0.8240,0.0000,-0.022097,0.043977,1.0318,0.020303,30,1458.0
230,471040,60123,1.3852,9.01,0.5300,0.9010,0.0000,-0.028468,0.057493,0.4891,0.027225,31,1524.4
240,491520,62285,1.7996,9.72,0.8700,0.9720,0.0000,-0.018520,0.042552,0.2655,0.017685,32,1591.1
250,512000,64394,1.6624,9.53,0.7600,0.9530,0.0000,-0.017111,0.036125,0.3316,0.019983,33,1657.8
260,532480,66501,1.8723,9.86,0.9400,0.9860,0.0000,-0.015707,0.016375,0.3095,0.017219,33,1724.3
270,552960,68591,1.8732,9.87,0.9400,0.9870,0.0000,-0.013741,0.020239,0.3353,0.016316,33,1790.7
280,573440,70706,1.7069,9.58,0.8000,0.9580,0.0000,-0.025811,0.037760,0.4545,0.023449,34,1857.5
290,593920,72810,1.7687,9.71,0.8500,0.9710,0.0000,-0.022579,0.034434,0.4033,0.020765,34,1924.0
300,614400,74903,1.8778,9.92,0.9400,0.9920,0.0000,-0.010250,0.014219,0.3782,0.012464,34,1991.0
310,634880,77005,1.6877,9.48,0.7900,0.9480,0.0000,-0.024168,0.033821,0.5137,0.022237,34,2055.6
320,655360,79112,1.7560,9.68,0.8400,0.9680,0.0000,-0.016902,0.030592,0.4522,0.018034,34,2110.7
330,675840,81206,1.8141,9.77,0.8900,0.9770,0.0000,-0.019670,0.020227,0.4342,0.017539,34,2165.7
340,696320,83298,1.8605,9.84,0.9300,0.9840,0.0000,-0.014550,0.016120,0.3993,0.015001,34,2222.0
350,716800,85376,1.8605,9.84,0.9300,0.9840,0.0000,-0.015412,0.013826,0.4395,0.011673,34,2287.7
360,737280,87486,1.7241,9.55,0.8200,0.9550,0.0000,-0.023733,0.032584,0.4875,0.017981,34,2354.0
370,757760,89590,1.7978,9.70,0.8800,0.9700,0.0000,-0.018660,0.030773,0.4949,0.016771,34,2419.6
380,778240,91683,1.8269,9.80,0.9000,0.9800,0.0000,-0.018394,0.021680,0.4794,0.013255,34,2485.5
390,798720,93770,1.8486,9.82,0.9200,0.9820,0.0000,-0.017198,0.022983,0.4829,0.015945,34,2551.4
400,819200,95847,1.8732,9.87,0.9400,0.9870,0.0000,-0.016950,0.011168,0.4340,0.013984,34,2617.7
410,839680,97936,1.8632,9.87,0.9300,0.9870,0.0000,-0.014357,0.015256,0.4493,0.013363,34,2683.1
420,860160,100035,1.8859,9.90,0.9500,0.9900,0.0000,-0.019542,0.014442,0.5004,0.016339,34,2749.4
430,880640,102144,1.5159,9.13,0.6500,0.9130,0.0000,-0.032466,0.039246,0.6668,0.024167,34,2815.8
440,901120,104243,1.7405,9.62,0.8300,0.9620,0.0000,-0.023578,0.027453,0.5008,0.020043,34,2882.6
450,921600,106347,1.8605,9.84,0.9300,0.9840,0.0000,-0.021444,0.020046,0.4978,0.016145,34,2949.3
460,942080,108436,1.8795,9.83,0.9500,0.9830,0.0000,-0.015953,0.014373,0.4492,0.013538,34,3016.1
470,962560,110541,1.6468,9.36,0.7600,0.9360,0.0000,-0.027793,0.025859,0.5762,0.021478,34,3082.8
480,983040,112627,1.8431,9.76,0.9200,0.9760,0.0000,-0.022009,0.016473,0.5263,0.019258,34,3149.5
490,1003520,114701,1.8831,9.87,0.9500,0.9870,0.0000,-0.015272,0.016171,0.4591,0.016733,34,3216.4
500,1024000,116790,1.7405,9.62,0.8300,0.9620,0.0000,-0.025392,0.034733,0.5291,0.026539,34,3282.9
510,1044480,118899,1.8596,9.83,0.9300,0.9830,0.0000,-0.016235,0.015131,0.4456,0.014843,34,3349.4
520,1064960,121004,1.8359,9.79,0.9100,0.9790,0.0000,-0.018616,0.020337,0.4931,0.018029,34,3416.1
530,1085440,123110,1.7304,9.51,0.8300,0.9510,0.0000,-0.028204,0.026967,0.5535,0.021644,34,3482.8
540,1105920,125207,1.6905,9.51,0.7900,0.9510,0.0000,-0.034386,0.039185,0.6406,0.025403,34,3549.7
550,1126400,127302,1.7986,9.71,0.8800,0.9710,0.0000,-0.016672,0.022946,0.5299,0.019559,34,3616.6
560,1146880,129388,1.9332,9.98,0.9900,0.9980,0.0000,-0.016396,0.002411,0.4220,0.012521,34,3683.4
570,1167360,131481,1.8378,9.81,0.9100,0.9810,0.0000,-0.018704,0.024694,0.5259,0.016448,34,3749.8
580,1187840,133571,1.8878,9.92,0.9500,0.9920,0.0000,-0.014027,0.011006,0.4720,0.013762,34,3816.0
590,1208320,135653,1.7932,9.76,0.8700,0.9760,0.0000,-0.016935,0.026799,0.4855,0.018801,34,3882.6
600,1228800,137754,1.8387,9.82,0.9100,0.9820,0.0000,-0.017755,0.021931,0.4837,0.016910,34,3949.3
610,1249280,139837,1.7814,9.74,0.8600,0.9740,0.0000,-0.021677,0.020574,0.5155,0.017091,34,4016.0
620,1269760,141939,1.7051,9.56,0.8000,0.9560,0.0000,-0.020633,0.024052,0.5323,0.018373,34,4082.8
630,1290240,144054,1.6859,9.46,0.7900,0.9460,0.0000,-0.024111,0.029051,0.5560,0.019029,34,4149.6
640,1310720,146144,1.8595,9.83,0.9300,0.9830,0.0000,-0.012297,0.020132,0.5385,0.015255,34,4216.3
650,1331200,148246,1.7968,9.69,0.8800,0.9690,0.0000,-0.019886,0.011590,0.5245,0.014958,34,4283.1
660,1351680,150349,1.9205,9.95,0.9800,0.9950,0.0000,-0.012191,0.010887,0.4799,0.012339,35,4350.0
670,1372160,152446,1.7541,9.66,0.8400,0.9660,0.0000,-0.023261,0.020777,0.5406,0.019318,35,4417.0
680,1392640,154522,1.8978,9.92,0.9600,0.9920,0.0000,-0.013219,0.007701,0.4461,0.013166,35,4483.2
690,1413120,156626,1.7741,9.66,0.8500,0.9660,0.0000,-0.021651,0.029287,0.5564,0.020603,36,4549.9
700,1433600,158726,1.8095,9.72,0.8900,0.9720,0.0000,-0.018475,0.026389,0.5214,0.018419,36,4616.7
710,1454080,160811,1.8468,9.80,0.9200,0.9800,0.0000,-0.021991,0.015776,0.5213,0.016945,36,4683.3
720,1474560,162907,1.8832,9.87,0.9500,0.9870,0.0000,-0.016105,0.012750,0.4761,0.013564,36,4750.3
730,1495040,164999,1.7923,9.75,0.8700,0.9750,0.0000,-0.018915,0.022438,0.5002,0.018608,36,4817.1
740,1515520,167104,1.7224,9.64,0.8100,0.9640,0.0000,-0.030232,0.024406,0.5703,0.019359,36,4884.1
750,1536000,169191,1.8605,9.84,0.9300,0.9840,0.0000,-0.016641,0.016926,0.5125,0.015557,36,4951.0
760,1556480,171277,1.8950,9.89,0.9600,0.9890,0.0000,-0.017680,0.008437,0.4989,0.013170,36,5017.7
770,1576960,173362,1.7923,9.75,0.8700,0.9750,0.0000,-0.023041,0.024867,0.4986,0.019166,36,5083.7
780,1597440,175445,1.8823,9.86,0.9500,0.9860,0.0000,-0.018501,0.013026,0.5046,0.013186,36,5150.4
790,1617920,177537,1.9214,9.96,0.9800,0.9960,0.0000,-0.012914,0.006932,0.4642,0.010253,36,5217.3
800,1638400,179637,1.8950,9.89,0.9600,0.9890,0.0000,-0.019937,0.012658,0.4894,0.011634,36,5284.3
810,1658880,181712,1.8359,9.79,0.9100,0.9790,0.0000,-0.021440,0.016430,0.4866,0.015855,36,5351.2
820,1679360,183808,1.7257,9.46,0.8300,0.9460,0.0000,-0.022317,0.031276,0.4927,0.019553,36,5417.9
830,1699840,185895,1.8732,9.87,0.9400,0.9870,0.0000,-0.019839,0.016076,0.4849,0.014336,36,5484.6
840,1720320,187985,1.8822,9.86,0.9500,0.9860,0.0000,-0.014053,0.011886,0.4821,0.015987,36,5551.3
850,1740800,190071,1.8250,9.78,0.9000,0.9780,0.0000,-0.017675,0.013149,0.5160,0.012681,36,5618.1
860,1761280,192166,1.9077,9.92,0.9700,0.9920,0.0000,-0.014970,0.008406,0.4767,0.014025,36,5683.8
870,1781760,194255,1.8850,9.89,0.9500,0.9890,0.0000,-0.011794,0.009136,0.4678,0.013161,36,5750.6
880,1802240,196344,1.8977,9.92,0.9600,0.9920,0.0000,-0.014428,0.017778,0.4771,0.017033,37,5817.3
890,1822720,198433,1.8741,9.88,0.9400,0.9880,0.0000,-0.013417,0.008337,0.4619,0.011342,37,5884.3
900,1843200,200512,1.9323,9.97,0.9900,0.9970,0.0000,-0.013929,0.002203,0.4326,0.007956,37,5951.3
910,1863680,202591,1.8505,9.84,0.9200,0.9840,0.0000,-0.015178,0.010688,0.5030,0.012826,37,6018.0
920,1884160,204667,1.6768,9.47,0.7800,0.9470,0.0000,-0.026010,0.023015,0.5646,0.019558,37,6084.8
930,1904640,206756,1.9068,9.91,0.9700,0.9910,0.0000,-0.010685,0.008407,0.4571,0.010233,37,6151.5
940,1925120,208854,1.8596,9.83,0.9300,0.9830,0.0000,-0.019465,0.019449,0.4845,0.015275,37,6218.4
950,1945600,210931,1.8978,9.92,0.9600,0.9920,0.0000,-0.013157,0.010785,0.4606,0.021241,38,6284.8
960,1966080,213048,1.8931,9.87,0.9600,0.9870,0.0000,-0.015039,0.005479,0.4264,0.012264,38,6351.4
970,1986560,215128,1.8832,9.87,0.9500,0.9870,0.0000,-0.016625,0.013389,0.4736,0.014760,38,6418.1
