update,timestep,episode,mean_reward,mean_length,success_rate,mean_coverage,invalid_rate,policy_loss,value_loss,entropy,approx_kl,unique_tilings,wall_time
970,1986560,209337,1.9332,9.98,0.9900,0.9980,0.0000,-0.005147,0.001946,0.2041,0.007671,16,6830.9
980,2007040,211388,1.9450,10.00,1.0000,1.0000,0.0000,-0.009399,0.000322,0.1784,0.009855,16,6900.8
990,2027520,213441,1.9205,9.95,0.9800,0.9950,0.0000,-0.007942,0.001384,0.1748,0.011332,16,6971.3
1000,2048000,215494,1.9450,10.00,1.0000,1.0000,0.0000,-0.003934,0.001753,0.1753,0.009282,16,7041.2
1010,2068480,217544,1.9450,10.00,1.0000,1.0000,0.0000,-0.004180,0.000271,0.1864,0.005223,16,7111.9
1020,2088960,219595,1.9450,10.00,1.0000,1.0000,0.0000,-0.007763,0.000343,0.1809,0.008137,16,7182.6
1030,2109440,221645,1.9323,9.97,0.9900,0.9970,0.0000,-0.007452,0.000599,0.1981,0.006392,16,7252.8
1040,2129920,223696,1.9450,10.00,1.0000,1.0000,0.0000,-0.006583,0.000221,0.2126,0.007592,16,7323.2
1050,2150400,225746,1.9341,9.99,0.9900,0.9990,0.0000,-0.008381,0.003032,0.2068,0.008880,16,7393.6
1060,2170880,227827,1.9323,9.97,0.9900,0.9970,0.0000,-0.005134,0.002981,0.2177,0.008962,16,7463.8
1070,2191360,229889,1.9450,10.00,1.0000,1.0000,0.0000,-0.005368,0.002165,0.2037,0.006653,16,7534.1
1080,2211840,231939,1.9450,10.00,1.0000,1.0000,0.0000,-0.005357,0.000294,0.2033,0.007421,16,7602.7
1090,2232320,233989,1.9232,9.98,0.9800,0.9980,0.0000,-0.008613,0.001687,0.2326,0.005152,16,7671.8
1100,2252800,236041,1.9450,10.00,1.0000,1.0000,0.0000,-0.004730,0.001751,0.2048,0.008307,16,7741.6
1110,2273280,238092,1.9332,9.98,0.9900,0.9980,0.0000,-0.006187,0.000923,0.2212,0.007728,16,7810.7
1120,2293760,240142,1.9323,9.97,0.9900,0.9970,0.0000,-0.006205,0.003798,0.1801,0.006582,16,7880.0
1130,2314240,242196,1.9341,9.99,0.9900,0.9990,0.0000,-0.007411,0.002802,0.1725,0.009517,16,7949.1
1140,2334720,244247,1.9123,9.97,0.9700,0.9970,0.0000,-0.005254,0.003955,0.1657,0.010122,16,8018.2
1150,2355200,246299,1.9450,10.00,1.0000,1.0000,0.0000,-0.005337,0.002062,0.1627,0.007968,16,8087.4
1160,2375680,248352,1.9450,10.00,1.0000,1.0000,0.0000,-0.007161,0.003574,0.2116,0.009062,16,8156.9
