update,timestep,episode,mean_reward,mean_length,success_rate,mean_coverage,invalid_rate,loss,epsilon,unique_tilings,wall_time
175001,710000,93610,0.7985,8.38,0.0000,0.8380,0.0000,0.000395,0.0500,86,1308.5
177501,720000,94821,0.7830,8.21,0.0000,0.8210,0.0000,0.000329,0.0500,89,1324.0
180001,730000,96021,0.8185,8.38,0.0200,0.8380,0.0000,0.000333,0.0500,94,1339.5
182501,740000,97223,0.8139,8.33,0.0200,0.8330,0.0000,0.000365,0.0500,99,1355.0
185001,750000,98425,0.8066,8.36,0.0100,0.8360,0.0000,0.000366,0.0500,104,1370.5
187501,760000,99627,0.8148,8.34,0.0200,0.8340,0.0000,0.000314,0.0500,112,1386.0
190001,770000,100824,0.7976,8.37,0.0000,0.8370,0.0000,0.000321,0.0500,121,1401.3
192501,780000,102024,0.8029,8.32,0.0100,0.8320,0.0000,0.000347,0.0500,134,1416.7
195001,790000,103218,0.7985,8.38,0.0000,0.8380,0.0000,0.000455,0.0500,143,1432.4
197501,800000,104416,0.8085,8.38,0.0100,0.8380,0.0000,0.000365,0.0500,149,1447.9
200001,810000,105614,0.8221,8.42,0.0200,0.8420,0.0000,0.000332,0.0500,155,1464.1
202501,820000,106803,0.8058,8.35,0.0100,0.8350,0.0000,0.000349,0.0500,163,1479.9
205001,830000,107994,0.7876,8.26,0.0000,0.8260,0.0000,0.000446,0.0500,174,1495.5
207501,840000,109186,0.8094,8.39,0.0100,0.8390,0.0000,0.000400,0.0500,178,1511.1
210001,850000,110376,0.8230,8.43,0.0200,0.8430,0.0000,0.000482,0.0500,188,1526.8
212501,860000,111555,0.8094,8.39,0.0100,0.8390,0.0000,0.000538,0.0500,199,1542.8
215001,870000,112740,0.8057,8.35,0.0100,0.8350,0.0000,0.000656,0.0500,209,1558.7
217501,880000,113925,0.8403,8.51,0.0300,0.8510,0.0000,0.000553,0.0500,220,1574.7
220001,890000,115110,0.8104,8.51,0.0000,0.8510,0.0000,0.000470,0.0500,227,1591.3
222501,900000,116291,0.8213,8.52,0.0100,0.8520,0.0000,0.000513,0.0500,233,1607.4
225001,910000,117470,0.8130,8.43,0.0100,0.8430,0.0000,0.000626,0.0500,246,1623.9
227501,920000,118651,0.8130,8.43,0.0100,0.8430,0.0000,0.000796,0.0500,255,1640.1
230001,930000,119829,0.8176,8.48,0.0100,0.8480,0.0000,0.000608,0.0500,262,1656.0
232501,940000,121009,0.8204,8.51,0.0100,0.8510,0.0000,0.000674,0.0500,274,1672.3
235001,950000,122182,0.8466,8.47,0.0400,0.8470,0.0000,0.000703,0.0500,289,1688.3
237501,960000,123357,0.7967,8.36,0.0000,0.8360,0.0000,0.000504,0.0500,303,1704.7
240001,970000,124532,0.8140,8.44,0.0100,0.8440,0.0000,0.000466,0.0500,312,1721.0
242501,980000,125709,0.8213,8.52,0.0100,0.8520,0.0000,0.000472,0.0500,323,1737.6
245001,990000,126882,0.8076,8.48,0.0000,0.8480,0.0000,0.001084,0.0500,332,1753.8
247501,1000000,128058,0.8004,8.40,0.0000,0.8400,0.0000,0.000589,0.0500,339,1770.4
250001,1010000,129230,0.8003,8.40,0.0000,0.8400,0.0000,0.000676,0.0500,350,1787.6
252501,1020000,130409,0.8085,8.49,0.0000,0.8490,0.0000,0.000907,0.0500,364,1804.0
255001,1030000,131589,0.8394,8.50,0.0300,0.8500,0.0000,0.000731,0.0500,376,1820.4
257501,1040000,132761,0.8177,8.59,0.0000,0.8590,0.0000,0.000714,0.0500,392,1836.8
260001,1050000,133931,0.8340,8.55,0.0200,0.8550,0.0000,0.000664,0.0500,409,1853.5
262501,1060000,135108,0.8103,8.51,0.0000,0.8510,0.0000,0.000651,0.0500,416,1870.0
265001,1070000,136287,0.8385,8.49,0.0300,0.8490,0.0000,0.000704,0.0500,429,1886.7
267501,1080000,137466,0.8476,8.59,0.0300,0.8590,0.0000,0.000696,0.0500,442,1903.9
270001,1090000,138645,0.8131,8.54,0.0000,0.8540,0.0000,0.001023,0.0500,448,1920.9
272501,1100000,139825,0.8248,8.34,0.0300,0.8340,0.0000,0.001075,0.0500,457,1938.6
275001,1110000,141000,0.8294,8.50,0.0200,0.8500,0.0000,0.000891,0.0500,471,1955.6
277501,1120000,142174,0.8203,8.51,0.0100,0.8510,0.0000,0.000982,0.0500,481,1972.5
280001,1130000,143350,0.8248,8.45,0.0200,0.8450,0.0000,0.001140,0.0500,497,1989.1
282501,1140000,144520,0.8249,8.56,0.0100,0.8560,0.0000,0.000885,0.0500,504,2006.0
285001,1150000,145693,0.8567,8.58,0.0400,0.8580,0.0000,0.000959,0.0500,515,2022.9
287501,1160000,146863,0.8167,8.58,0.0000,0.8580,0.0000,0.000825,0.0500,523,2039.9
290001,1170000,148035,0.8340,8.55,0.0200,0.8550,0.0000,0.001119,0.0500,533,2056.6
292501,1180000,149207,0.8494,8.61,0.0300,0.8610,0.0000,0.000990,0.0500,547,2073.4
295001,1190000,150377,0.8577,8.70,0.0300,0.8700,0.0000,0.001069,0.0500,556,2090.5
297501,1200000,151541,0.8568,8.69,0.0300,0.8690,0.0000,0.001225,0.0500,568,2107.7
300001,1210000,152707,0.8312,8.52,0.0200,0.8520,0.0000,0.001320,0.0500,580,2125.0
302501,1220000,153876,0.8440,8.55,0.0300,0.8550,0.0000,0.001281,0.0500,587,2142.2
305001,1230000,155039,0.8812,8.52,0.0700,0.8520,0.0000,0.001553,0.0500,596,2159.3
307501,1240000,156202,0.8612,8.63,0.0400,0.8630,0.0000,0.001771,0.0500,606,2176.3
310001,1250000,157358,0.9621,8.75,0.1300,0.8750,0.0000,0.001508,0.0500,615,2193.4
312501,1260000,158507,1.0066,8.80,0.1700,0.8800,0.0000,0.002238,0.0500,618,2210.9
315001,1270000,159663,0.9266,8.58,0.1100,0.8580,0.0000,0.001850,0.0500,623,2228.7
317501,1280000,160810,1.0175,8.70,0.1900,0.8700,0.0000,0.002146,0.0500,626,2246.0
320001,1290000,161945,1.1609,8.85,0.3200,0.8850,0.0000,0.002795,0.0500,626,2263.2
322501,1300000,163045,1.4371,9.25,0.5600,0.9250,0.0000,0.003672,0.0500,626,2280.3
325001,1310000,164106,1.5843,9.44,0.6900,0.9440,0.0000,0.003001,0.0500,627,2297.5
327501,1320000,165173,1.5734,9.43,0.6800,0.9430,0.0000,0.002889,0.0500,627,2314.6
330001,1330000,166236,1.5461,9.35,0.6600,0.9350,0.0000,0.002433,0.0500,627,2331.5
332501,1340000,167289,1.5271,9.36,0.6400,0.9360,0.0000,0.002735,0.0500,627,2348.3
335001,1350000,168349,1.5407,9.40,0.6500,0.9400,0.0000,0.002452,0.0500,627,2365.4
337501,1360000,169410,1.5216,9.30,0.6400,0.9300,0.0000,0.001920,0.0500,627,2382.3
340001,1370000,170468,1.6552,9.56,0.7500,0.9560,0.0000,0.001960,0.0500,629,2398.9
342501,1380000,171522,1.6107,9.51,0.7100,0.9510,0.0000,0.001664,0.0500,629,2415.8
345001,1390000,172580,1.6198,9.50,0.7200,0.9500,0.0000,0.002063,0.0500,629,2432.2
347501,1400000,173637,1.6070,9.47,0.7100,0.9470,0.0000,0.001712,0.0500,629,2448.6
350001,1410000,174687,1.7242,9.66,0.8100,0.9660,0.0000,0.001544,0.0500,629,2465.2
352501,1420000,175746,1.5352,9.34,0.6500,0.9340,0.0000,0.001490,0.0500,629,2481.5
355001,1430000,176804,1.4944,9.33,0.6100,0.9330,0.0000,0.001508,0.0500,631,2497.8
357501,1440000,177855,1.5779,9.48,0.6800,0.9480,0.0000,0.001632,0.0500,631,2514.6
360001,1450000,178912,1.6297,9.50,0.7300,0.9500,0.0000,0.001554,0.0500,632,2531.6
362501,1460000,179969,1.6243,9.55,0.7200,0.9550,0.0000,0.001638,0.0500,632,2548.9
365001,1470000,181022,1.6079,9.48,0.7100,0.9480,0.0000,0.001548,0.0500,632,2565.7
367501,1480000,182083,1.5153,9.34,0.6300,0.9340,0.0000,0.001506,0.0500,632,2582.4
370001,1490000,183144,1.6406,9.51,0.7400,0.9510,0.0000,0.001484,0.0500,632,2599.2
372501,1500000,184200,1.6488,9.60,0.7400,0.9600,0.0000,0.001079,0.0500,632,2615.9
375001,1510000,185259,1.5933,9.43,0.7000,0.9430,0.0000,0.001354,0.0500,634,2632.9
377501,1520000,186321,1.5597,9.39,0.6700,0.9390,0.0000,0.001529,0.0500,634,2649.4
380001,1530000,187380,1.6207,9.51,0.7200,0.9510,0.0000,0.001415,0.0500,634,2669.8
382501,1540000,188439,1.5507,9.40,0.6600,0.9400,0.0000,0.001317,0.0500,635,2690.2
385001,1550000,189498,1.6089,9.49,0.7100,0.9490,0.0000,0.001205,0.0500,635,2709.1
387501,1560000,190555,1.5924,9.42,0.7000,0.9420,0.0000,0.001371,0.0500,635,2735.0
390001,1570000,191612,1.5934,9.43,0.7000,0.9430,0.0000,0.001021,0.0500,635,2755.9
392501,1580000,192672,1.5206,9.29,0.6400,0.9290,0.0000,0.001189,0.0500,636,2775.7
395001,1590000,193731,1.6024,9.42,0.7100,0.9420,0.0000,0.001000,0.0500,637,2794.5
397501,1600000,194788,1.6661,9.57,0.7600,0.9570,0.0000,0.001080,0.0500,637,2813.3
400001,1610000,195847,1.5570,9.36,0.6700,0.9360,0.0000,0.001236,0.0500,637,2833.5
402501,1620000,196908,1.6697,9.61,0.7600,0.9610,0.0000,0.001109,0.0500,638,2853.0
405001,1630000,197966,1.5933,9.43,0.7000,0.9430,0.0000,0.000858,0.0500,638,2873.2
407501,1640000,199023,1.5206,9.29,0.6400,0.9290,0.0000,0.000880,0.0500,638,2892.3
410001,1650000,200080,1.6806,9.62,0.7700,0.9620,0.0000,0.000909,0.0500,638,2913.7
412501,1660000,201131,1.5607,9.40,0.6700,0.9400,0.0000,0.000945,0.0500,638,2933.0
415001,1670000,202182,1.6742,9.55,0.7700,0.9550,0.0000,0.000852,0.0500,638,2951.0
417501,1680000,203242,1.6297,9.50,0.7300,0.9500,0.0000,0.001008,0.0500,638,2969.4
420001,1690000,204300,1.5797,9.39,0.6900,0.9390,0.0000,0.000799,0.0500,639,2988.6
422501,1700000,205363,1.5716,9.41,0.6800,0.9410,0.0000,0.000803,0.0500,639,3007.5
425001,1710000,206422,1.5643,9.44,0.6700,0.9440,0.0000,0.000760,0.0500,639,3026.6
427501,1720000,207478,1.5297,9.28,0.6500,0.9280,0.0000,0.000650,0.0500,639,3045.2
430001,1730000,208536,1.6406,9.51,0.7400,0.9510,0.0000,0.000686,0.0500,639,3065.3
432501,1740000,209593,1.7378,9.59,0.8300,0.9590,0.0000,0.000701,0.0500,639,3084.2
435001,1750000,210650,1.6733,9.54,0.7700,0.9540,0.0000,0.000468,0.0500,639,3104.0
437501,1760000,211705,1.5915,9.41,0.7000,0.9410,0.0000,0.000499,0.0500,640,3123.2
440001,1770000,212761,1.6143,9.44,0.7200,0.9440,0.0000,0.000627,0.0500,641,3142.3
442501,1780000,213816,1.6324,9.53,0.7300,0.9530,0.0000,0.000574,0.0500,641,3161.3
445001,1790000,214867,1.6815,9.63,0.7700,0.9630,0.0000,0.000462,0.0500,641,3180.1
447501,1800000,215925,1.7415,9.63,0.8300,0.9630,0.0000,0.000425,0.0500,641,3198.9
450001,1810000,216982,1.5343,9.33,0.6500,0.9330,0.0000,0.000420,0.0500,641,3217.9
452501,1820000,218037,1.7115,9.63,0.8000,0.9630,0.0000,0.000528,0.0500,641,3237.2
455001,1830000,219093,1.5488,9.38,0.6600,0.9380,0.0000,0.000432,0.0500,642,3256.2
457501,1840000,220154,1.6488,9.49,0.7500,0.9490,0.0000,0.000382,0.0500,642,3274.8
460001,1850000,221209,1.6052,9.45,0.7100,0.9450,0.0000,0.000466,0.0500,642,3293.5
462501,1860000,222271,1.5970,9.47,0.7000,0.9470,0.0000,0.000542,0.0500,642,3312.4
465001,1870000,223335,1.6515,9.52,0.7500,0.9520,0.0000,0.000489,0.0500,642,3331.3
467501,1880000,224395,1.5988,9.38,0.7100,0.9380,0.0000,0.000483,0.0500,642,3350.8
470001,1890000,225457,1.5470,9.36,0.6600,0.9360,0.0000,0.000425,0.0500,642,3370.2
472501,1900000,226512,1.6415,9.52,0.7400,0.9520,0.0000,0.000373,0.0500,644,3391.4
475001,1910000,227571,1.6124,9.42,0.7200,0.9420,0.0000,0.000374,0.0500,645,3411.9
477501,1920000,228629,1.4933,9.21,0.6200,0.9210,0.0000,0.000479,0.0500,645,3431.3
480001,1930000,229687,1.6079,9.48,0.7100,0.9480,0.0000,0.000401,0.0500,645,3449.7
482501,1940000,230752,1.5025,9.31,0.6200,0.9310,0.0000,0.000377,0.0500,645,3466.8
485001,1950000,231808,1.6107,9.51,0.7100,0.9510,0.0000,0.000505,0.0500,645,3485.5
487501,1960000,232871,1.4852,9.23,0.6100,0.9230,0.0000,0.000476,0.0500,645,3505.6
490001,1970000,233936,1.5806,9.40,0.6900,0.9400,0.0000,0.000478,0.0500,645,3525.9
492501,1980000,234992,1.5970,9.47,0.7000,0.9470,0.0000,0.000347,0.0500,645,3545.9
495001,1990000,236049,1.5261,9.35,0.6400,0.9350,0.0000,0.000517,0.0500,645,3565.3
497501,2000000,237110,1.6078,9.37,0.7200,0.9370,0.0000,0.000427,0.0500,645,3585.5
