update,timestep,episode,mean_reward,mean_length,success_rate,mean_coverage,invalid_rate,policy_loss,value_loss,entropy,approx_kl,unique_tilings,wall_time
830,1699840,185089,1.8459,9.79,0.9200,0.9790,0.0000,-0.019690,0.019812,0.3557,0.014837,25,5459.0
840,1720320,187176,1.7996,9.72,0.8800,0.9720,0.0000,-0.015280,0.025284,0.3817,0.019113,25,5519.2
850,1740800,189261,1.9450,10.00,1.0000,1.0000,0.0000,-0.007253,0.002197,0.3144,0.007547,25,5578.9
860,1761280,191361,1.8496,9.83,0.9200,0.9830,0.0000,-0.013363,0.013220,0.3686,0.014163,25,5637.3
870,1781760,193456,1.7567,9.58,0.8500,0.9580,0.0000,-0.021536,0.021554,0.4368,0.015636,25,5696.4
880,1802240,195540,1.7405,9.62,0.8300,0.9620,0.0000,-0.019904,0.025646,0.4269,0.015931,25,5755.6
890,1822720,197658,1.7760,9.68,0.8600,0.9680,0.0000,-0.018311,0.022646,0.4100,0.012397,25,5812.2
900,1843200,199765,1.8813,9.85,0.9500,0.9850,0.0000,-0.009587,0.010525,0.3558,0.011272,25,5871.1
910,1863680,201853,1.8450,9.78,0.9200,0.9780,0.0000,-0.011451,0.010206,0.3199,0.010477,25,5936.7
920,1884160,203959,1.8059,9.68,0.8900,0.9680,0.0000,-0.020407,0.028446,0.4248,0.012777,25,6002.4
930,1904640,206074,1.8195,9.72,0.9000,0.9720,0.0000,-0.029882,0.017974,0.3958,0.020092,25,6068.3
940,1925120,208165,1.9313,9.96,0.9900,0.9960,0.0000,-0.011073,0.010077,0.3433,0.009356,25,6133.8
950,1945600,210255,1.8723,9.86,0.9400,0.9860,0.0000,-0.009552,0.009380,0.3583,0.011622,25,6199.9
960,1966080,212352,1.7459,9.57,0.8400,0.9570,0.0000,-0.020388,0.023639,0.4524,0.014336,25,6265.6
970,1986560,214453,1.8214,9.74,0.9000,0.9740,0.0000,-0.017272,0.019377,0.3997,0.013289,25,6331.0
